N,q,N2_func,mobile,n,N2,SNP,Nhom1,Nhom2,nhom1,nhom2,log10BF,transcript,Method_A,Method_B
100,0.01,5,False,0.0,0.0,0_0_0,100,100,1,1,-2.004257190751136,0,0.0,0.0
200,0.01,5,False,0.0,0.0,0_0_1,200,200,1,1,-2.3031798925131906,0,0.0,0.0
300,0.01,5,False,4.0,0.0,0_0_2,300,300,4,2,-0.3003067740448851,0,1.0,0.0
400,0.01,5,False,3.0,0.0,0_0_3,400,400,3,4,-0.30048746657168646,0,1.0,0.0
500,0.01,5,False,6.0,0.0,0_0_4,500,500,3,3,-0.17653104547572307,0,1.0,0.0
600,0.01,5,False,1.0,0.0,0_0_5,600,600,6,6,-0.8322194807272627,0,1.0,0.0
700,0.01,5,False,7.0,0.0,0_0_6,700,700,9,5,-0.35817576959368214,0,1.0,0.0
800,0.01,5,False,5.0,0.0,0_0_7,800,800,15,6,-0.5979669242342717,0,1.0,0.0
900,0.01,5,False,8.0,0.0,0_0_8,900,900,7,8,-0.2730332583588853,0,1.0,0.0
1000,0.01,5,False,7.0,0.0,0_0_9,1000,1000,9,13,-0.35793188160536554,0,1.0,0.0
100,0.01,5,False,0.0,0.0,0_1_0,100,100,2,1,-2.0020693046029607,0,0.0,0.0
200,0.01,5,False,0.0,0.0,0_1_1,200,200,1,3,-2.0021498968492084,0,0.0,0.0
300,0.01,5,False,2.0,0.0,0_1_2,300,300,3,5,-0.39504699774044694,0,1.0,0.0
400,0.01,5,False,2.0,0.0,0_1_3,400,400,5,5,-0.5386485818780052,0,1.0,0.0
500,0.01,5,False,6.0,0.0,0_1_4,500,500,5,1,-0.2629531735563765,0,1.0,0.0
600,0.01,5,False,9.0,0.0,0_1_5,600,600,3,5,-0.07034892729773717,0,1.0,0.0
700,0.01,5,False,8.0,0.0,0_1_6,700,700,8,5,-0.30071989605644417,0,1.0,0.0
800,0.01,5,False,5.0,0.0,0_1_7,800,800,12,8,-0.5277730074571472,0,1.0,0.0
900,0.01,5,False,12.0,0.0,0_1_8,900,900,6,14,-0.1776776773887051,0,1.0,0.0
1000,0.01,5,False,16.0,0.0,0_1_9,1000,1000,9,15,-0.19514185559537145,0,1.0,0.0
100,0.01,5,False,0.0,0.0,0_2_0,100,100,1,2,-1.8281659316954548,0,0.0,0.0
200,0.01,5,False,0.0,0.0,0_2_1,200,200,3,2,-2.124906244533876,0,0.0,0.0
300,0.01,5,False,5.0,0.0,0_2_2,300,300,7,5,-0.377730689065498,0,1.0,0.0
400,0.01,5,False,4.0,0.0,0_2_3,400,400,1,4,-0.09776284706434157,0,1.0,0.0
500,0.01,5,False,5.0,0.0,0_2_4,500,500,2,7,-0.14778995281712112,0,1.0,0.0
600,0.01,5,False,5.0,0.0,0_2_5,600,600,11,12,-0.49912222582828825,0,1.0,0.0
700,0.01,5,False,8.0,0.0,0_2_6,700,700,10,7,-0.35124615943971005,0,1.0,0.0
800,0.01,5,False,10.0,0.0,0_2_7,800,800,10,10,-0.30075864640060707,0,1.0,0.0
900,0.01,5,False,6.0,0.0,0_2_8,900,900,12,12,-0.4737302679218381,0,1.0,0.0
1000,0.01,5,False,5.0,0.0,0_2_9,1000,1000,12,10,-0.5279087974261975,0,1.0,0.0
100,0.01,5,False,1.0,0.0,0_3_0,100,100,0,2,-0.004300622370942271,0,1.0,0.0
200,0.01,5,False,2.0,0.0,0_3_1,200,200,1,1,-0.1760913402889136,0,1.0,0.0
300,0.01,5,False,4.0,0.0,0_3_2,300,300,1,8,-0.1011088198439139,0,1.0,0.0
400,0.01,5,False,4.0,0.0,0_3_3,400,400,6,5,-0.3957595576612753,0,1.0,0.0
500,0.01,5,False,6.0,0.0,0_3_4,500,500,6,6,-0.30059591818466297,0,1.0,0.0
600,0.01,5,False,0.0,0.0,0_3_5,600,600,6,9,-2.0780878063122494,0,0.0,0.0
700,0.01,5,False,4.0,0.0,0_3_6,700,700,7,7,-0.43715595413049546,0,1.0,0.0
800,0.01,5,False,14.0,0.0,0_3_7,800,800,11,8,-0.2520714109618311,0,1.0,0.0
900,0.01,5,False,13.0,0.0,0_3_8,900,900,10,8,-0.2480500410092915,0,1.0,0.0
1000,0.01,5,False,15.0,0.0,0_3_9,1000,1000,4,14,0.4954173840860643,0,1.0,0.0
100,0.01,5,False,2.0,0.0,0_4_0,100,100,1,3,-0.1782694816169762,0,1.0,0.0
200,0.01,5,False,2.0,0.0,0_4_1,200,200,2,4,-0.2999456143717609,0,1.0,0.0
300,0.01,5,False,4.0,0.0,0_4_2,300,300,3,6,-0.24358985393317792,0,1.0,0.0
400,0.01,5,False,1.0,0.0,0_4_3,400,400,6,3,-0.8337913088889493,0,1.0,0.0
500,0.01,5,False,2.0,0.0,0_4_4,500,500,6,1,-0.5998851964576081,0,1.0,0.0
600,0.01,5,False,5.0,0.0,0_4_5,600,600,8,3,-0.41373728281157046,0,1.0,0.0
700,0.01,5,False,3.0,0.0,0_4_6,700,700,8,6,-0.5603390893181802,0,1.0,0.0
800,0.01,5,False,14.0,0.0,0_4_7,800,800,7,5,-0.17664376504922702,0,1.0,0.0
900,0.01,5,False,11.0,0.0,0_4_8,900,900,8,10,-0.2378502461203513,0,1.0,0.0
1000,0.01,5,False,14.0,0.0,0_4_9,1000,1000,7,10,-0.17708041370291225,0,1.0,0.0
100,0.01,5,False,0.0,0.0,1_0_0,100,100,1,2,-1.8281659316954548,1,0.0,0.0
200,0.01,5,False,1.0,0.0,1_0_1,200,200,5,2,-0.7641641679207799,1,1.0,0.0
300,0.01,5,False,7.0,0.0,1_0_2,300,300,3,4,-0.15627297264306697,1,1.0,0.0
400,0.01,5,False,2.0,0.0,1_0_3,400,400,3,1,-0.39685425491540105,1,1.0,0.0
500,0.01,5,False,5.0,0.0,1_0_4,500,500,5,5,-0.3005959181846627,1,1.0,0.0
600,0.01,5,False,6.0,0.0,1_0_5,600,600,4,5,-0.22221507999365914,1,1.0,0.0
700,0.01,5,False,8.0,0.0,1_0_6,700,700,8,10,-0.3007198960564451,1,1.0,0.0
800,0.01,5,False,7.0,0.0,1_0_7,800,800,7,6,-0.30075864640060573,1,1.0,0.0
900,0.01,5,False,13.0,0.0,1_0_8,900,900,15,3,-0.33282300892536965,1,1.0,0.0
1000,0.01,5,False,15.0,0.0,1_0_9,1000,1000,10,10,-0.22243707879425328,1,1.0,0.0
100,0.01,5,False,1.0,0.0,1_1_0,100,100,1,0,-0.2988639339074734,1,1.0,0.0
200,0.01,5,False,3.0,0.0,1_1_1,200,200,5,1,-0.42342424174465126,1,1.0,0.0
300,0.01,5,False,2.0,0.0,1_1_2,300,300,3,2,-0.39613053733090325,1,1.0,0.0
400,0.01,5,False,4.0,0.0,1_1_3,400,400,4,4,-0.300487466571687,1,1.0,0.0
500,0.01,5,False,4.0,0.0,1_1_4,500,500,5,5,-0.35109419468787323,1,1.0,0.0
600,0.01,5,False,8.0,0.0,1_1_5,600,600,1,10,0.5467366165721502,1,1.0,0.0
700,0.01,5,False,10.0,0.0,1_1_6,700,700,10,7,-0.3007198960564439,1,1.0,0.0
800,0.01,5,False,8.0,0.0,1_1_7,800,800,7,15,-0.27327690616969347,1,1.0,0.0
900,0.01,5,False,7.0,0.0,1_1_8,900,900,3,9,-0.1560463009647236,1,1.0,0.0
1000,0.01,5,False,8.0,0.0,1_1_9,1000,1000,9,9,-0.3268687127270243,1,1.0,0.0
100,0.01,5,False,3.0,0.0,1_2_0,100,100,3,0,-0.29886393390747407,1,1.0,0.0
200,0.01,5,False,1.0,0.0,1_2_1,200,200,2,3,-0.4717259019116924,1,1.0,0.0
300,0.01,5,False,3.0,0.0,1_2_2,300,300,3,3,-0.30030677404488537,1,1.0,0.0
400,0.01,5,False,5.0,0.0,1_2_3,400,400,5,4,-0.3004874665716888,1,1.0,0.0
500,0.01,5,False,5.0,0.0,1_2_4,500,500,3,10,-0.20560878742083513,1,1.0,0.0
600,0.01,5,False,3.0,0.0,1_2_5,600,600,6,8,-0.47350083022543005,1,1.0,0.0
700,0.01,5,False,10.0,0.0,1_2_6,700,700,7,4,-0.2306087691917932,1,1.0,0.0
800,0.01,5,False,5.0,0.0,1_2_7,800,800,8,12,-0.4125779954840101,1,1.0,0.0
900,0.01,5,False,9.0,0.0,1_2_8,900,900,7,10,-0.25023042445957877,1,1.0,0.0
1000,0.01,5,False,10.0,0.0,1_2_9,1000,1000,8,4,-0.25527414915732605,1,1.0,0.0
100,0.01,5,False,0.0,0.0,1_3_0,100,100,1,2,-1.8281659316954548,1,0.0,0.0
200,0.01,5,False,1.0,0.0,1_3_1,200,200,3,2,-0.5945089259082917,1,1.0,0.0
300,0.01,5,False,3.0,0.0,1_3_2,300,300,2,1,-0.22160917912125178,1,1.0,0.0
400,0.01,5,False,2.0,0.0,1_3_3,400,400,4,2,-0.4749490397422763,1,1.0,0.0
500,0.01,5,False,6.0,0.0,1_3_4,500,500,3,6,-0.17718759925033706,1,1.0,0.0
600,0.01,5,False,8.0,0.0,1_3_5,600,600,5,2,-0.21090204055463946,1,1.0,0.0
700,0.01,5,False,11.0,0.0,1_3_6,700,700,10,8,-0.2807735254582732,1,1.0,0.0
800,0.01,5,False,10.0,0.0,1_3_7,800,800,8,6,-0.2553846981181028,1,1.0,0.0
900,0.01,5,False,15.0,0.0,1_3_8,900,900,7,7,-0.16713132662934085,1,1.0,0.0
1000,0.01,5,False,8.0,0.0,1_3_9,1000,1000,7,8,-0.27302989396895394,1,1.0,0.0
100,0.01,5,False,3.0,0.0,1_4_0,100,100,1,1,-0.12567883185453604,1,1.0,0.0
200,0.01,5,False,3.0,0.0,1_4_1,200,200,3,2,-0.2999456143717612,1,1.0,0.0
300,0.01,5,False,3.0,0.0,1_4_2,300,300,3,4,-0.30030677404488576,1,1.0,0.0
400,0.01,5,False,2.0,0.0,1_4_3,400,400,6,5,-0.595018845066099,1,1.0,0.0
500,0.01,5,False,8.0,0.0,1_4_4,500,500,7,4,-0.2728417510379156,1,1.0,0.0
600,0.01,5,False,2.0,0.0,1_4_5,600,600,5,8,-0.5388355452079274,1,1.0,0.0
700,0.01,5,False,1.0,0.0,1_4_6,700,700,4,4,-0.6940281627142825,1,1.0,0.0
800,0.01,5,False,5.0,0.0,1_4_7,800,800,6,9,-0.34160641056567514,1,1.0,0.0
900,0.01,5,False,10.0,0.0,1_4_8,900,900,16,11,-0.41297696179921917,1,1.0,0.0
1000,0.01,5,False,9.0,0.0,1_4_9,1000,1000,12,8,-0.3671031484731919,1,1.0,0.0
100,0.01,5,False,1.0,0.0,2_0_0,100,100,0,0,2.118144902771525e-05,2,1.0,1.0
200,0.01,5,False,4.0,0.0,2_0_1,200,200,4,2,-0.29994561437176137,2,1.0,0.0
300,0.01,5,False,4.0,0.0,2_0_2,300,300,3,1,-0.2426787386485947,2,1.0,0.0
400,0.01,5,False,4.0,0.0,2_0_3,400,400,2,5,-0.17718455427076102,2,1.0,0.0
500,0.01,5,False,5.0,0.0,2_0_4,500,500,6,5,-0.34146406980714794,2,1.0,0.0
600,0.01,5,False,7.0,0.0,2_0_5,600,600,7,9,-0.3006682343087006,2,1.0,0.0
700,0.01,5,False,8.0,0.0,2_0_6,700,700,7,5,-0.2729257432887734,2,1.0,0.0
800,0.01,5,False,7.0,0.0,2_0_7,800,800,5,14,-0.23498258982785428,2,1.0,0.0
900,0.01,5,False,10.0,0.0,2_0_8,900,900,9,6,-0.2786827422314966,2,1.0,0.0
1000,0.01,5,False,9.0,0.0,2_0_9,1000,1000,8,12,-0.27630514841640696,2,1.0,0.0
100,0.01,5,False,1.0,0.0,2_1_0,100,100,2,0,-0.47279923896296977,2,1.0,0.0
200,0.01,5,False,2.0,0.0,2_1_1,200,200,4,4,-0.47061408693644347,2,1.0,0.0
300,0.01,5,False,7.0,0.0,2_1_2,300,300,4,3,-0.19682888623204606,2,1.0,0.0
400,0.01,5,False,3.0,0.0,2_1_3,400,400,4,4,-0.3665269787995922,2,1.0,0.0
500,0.01,5,False,5.0,0.0,2_1_4,500,500,3,5,-0.20473369447235412,2,1.0,0.0
600,0.01,5,False,3.0,0.0,2_1_5,600,600,4,12,-0.3660456162208268,2,1.0,0.0
700,0.01,5,False,4.0,0.0,2_1_6,700,700,9,12,-0.5065290001170999,2,1.0,0.0
800,0.01,5,False,10.0,0.0,2_1_7,800,800,7,11,-0.2311638847096089,2,1.0,0.0
900,0.01,5,False,11.0,0.0,2_1_8,900,900,8,16,-0.23824923997195988,2,1.0,0.0
1000,0.01,5,False,5.0,0.0,2_1_9,1000,1000,11,12,-0.5015381879614786,2,1.0,0.0
100,0.01,5,False,0.0,0.0,2_2_0,100,100,1,1,-2.004257190751136,2,0.0,0.0
200,0.01,5,False,3.0,0.0,2_2_1,200,200,1,3,-0.1267596374615413,2,1.0,0.0
300,0.01,5,False,2.0,0.0,2_2_2,300,300,2,5,-0.300306774044886,2,1.0,0.0
400,0.01,5,False,2.0,0.0,2_2_3,400,400,3,1,-0.39685425491540105,2,1.0,0.0
500,0.01,5,False,6.0,0.0,2_2_4,500,500,4,3,-0.2219976413131325,2,1.0,0.0
600,0.01,5,False,3.0,0.0,2_2_5,600,600,7,9,-0.51769398555949,2,1.0,0.0
700,0.01,5,False,7.0,0.0,2_2_6,700,700,6,8,-0.26893683149178116,2,1.0,0.0
800,0.01,5,False,14.0,0.0,2_2_7,800,800,8,11,-0.19743747457290006,2,1.0,0.0
900,0.01,5,False,14.0,0.0,2_2_8,900,900,5,5,0.058426511245556104,2,1.0,0.0
1000,0.01,5,False,10.0,0.0,2_2_9,1000,1000,11,10,-0.32176135375788195,2,1.0,0.0
100,0.01,5,False,1.0,0.0,2_3_0,100,100,1,2,-0.29886393390747346,2,1.0,0.0
200,0.01,5,False,3.0,0.0,2_3_1,200,200,2,5,-0.22294703145283526,2,1.0,0.0
300,0.01,5,False,4.0,0.0,2_3_2,300,300,3,6,-0.24358985393317792,2,1.0,0.0
400,0.01,5,False,4.0,0.0,2_3_3,400,400,2,2,-0.176365871925506,2,1.0,0.0
500,0.01,5,False,3.0,0.0,2_3_4,500,500,5,2,-0.4246634239659948,2,1.0,0.0
600,0.01,5,False,7.0,0.0,2_3_5,600,600,4,7,-0.19718284128756886,2,1.0,0.0
700,0.01,5,False,5.0,0.0,2_3_6,700,700,6,5,-0.3417386108043346,2,1.0,0.0
800,0.01,5,False,13.0,0.0,2_3_7,800,800,8,6,-0.2087438784833287,2,1.0,0.0
900,0.01,5,False,13.0,0.0,2_3_8,900,900,10,7,-0.24799370457517644,2,1.0,0.0
1000,0.01,5,False,6.0,0.0,2_3_9,1000,1000,10,14,-0.42357250048255063,2,1.0,0.0
100,0.01,5,False,0.0,0.0,2_4_0,100,100,0,1,-2.0064341100054097,2,0.0,0.0
200,0.01,5,False,3.0,0.0,2_4_1,200,200,3,2,-0.2999456143717612,2,1.0,0.0
300,0.01,5,False,3.0,0.0,2_4_2,300,300,2,2,-0.22185120681471054,2,1.0,0.0
400,0.01,5,False,3.0,0.0,2_4_3,400,400,3,3,-0.3004874665716855,2,1.0,0.0
500,0.01,5,False,6.0,0.0,2_4_4,500,500,4,6,-0.2224353823126064,2,1.0,0.0
600,0.01,5,False,5.0,0.0,2_4_5,600,600,9,2,-0.4459212297381161,2,1.0,0.0
700,0.01,5,False,5.0,0.0,2_4_6,700,700,11,4,-0.5029665095019947,2,1.0,0.0
800,0.01,5,False,5.0,0.0,2_4_7,800,800,9,8,-0.4449244617808954,2,1.0,0.0
900,0.01,5,False,11.0,0.0,2_4_8,900,900,5,3,-0.16301637449152817,2,1.0,0.0
1000,0.01,5,False,8.0,0.0,2_4_9,1000,1000,9,17,-0.32665033338525096,2,1.0,0.0
100,0.01,5,False,1.0,0.0,3_0_0,100,100,0,0,2.118144902771525e-05,3,1.0,1.0
200,0.01,5,False,3.0,0.0,3_0_1,200,200,1,2,-0.1260314928306684,3,1.0,0.0
300,0.01,5,False,5.0,0.0,3_0_2,300,300,2,4,-0.14759287167631455,3,1.0,0.0
400,0.01,5,False,3.0,0.0,3_0_3,400,400,1,2,-0.1254833303693355,3,1.0,0.0
500,0.01,5,False,11.0,0.0,3_0_4,500,500,5,5,-0.1637342919269893,3,1.0,0.0
600,0.01,5,False,6.0,0.0,3_0_5,600,600,7,8,-0.3348836944618832,3,1.0,0.0
700,0.01,5,False,11.0,0.0,3_0_6,700,700,12,10,-0.3197106718380883,3,1.0,0.0
800,0.01,5,False,10.0,0.0,3_0_7,800,800,13,10,-0.36055090157700603,3,1.0,0.0
900,0.01,5,False,12.0,0.0,3_0_8,900,900,6,16,-0.17792194300398964,3,1.0,0.0
1000,0.01,5,False,11.0,0.0,3_0_9,1000,1000,14,11,-0.3556126007806095,3,1.0,0.0
100,0.01,5,False,0.0,0.0,3_1_0,100,100,0,3,-1.705404114341428,3,0.0,0.0
200,0.01,5,False,2.0,0.0,3_1_1,200,200,3,2,-0.39522579878984876,3,1.0,0.0
300,0.01,5,False,4.0,0.0,3_1_2,300,300,5,3,-0.3507299289926352,3,1.0,0.0
400,0.01,5,False,4.0,0.0,3_1_3,400,400,3,3,-0.24304079721317307,3,1.0,0.0
500,0.01,5,False,5.0,0.0,3_1_4,500,500,5,7,-0.3005959181846615,3,1.0,0.0
600,0.01,5,False,4.0,0.0,3_1_5,600,600,9,4,-0.5092484329009136,3,1.0,0.0
700,0.01,5,False,4.0,0.0,3_1_6,700,700,5,12,-0.35086177950552344,3,1.0,0.0
800,0.01,5,False,9.0,0.0,3_1_7,800,800,9,6,-0.3007586464006062,3,1.0,0.0
900,0.01,5,False,15.0,0.0,3_1_8,900,900,11,6,-0.23909708775617655,3,1.0,0.0
1000,0.01,5,False,11.0,0.0,3_1_9,1000,1000,20,8,-0.4481340070353792,3,1.0,0.0
100,0.01,5,False,0.0,0.0,3_2_0,100,100,1,1,-2.004257190751136,3,0.0,0.0
200,0.01,5,False,1.0,0.0,3_2_1,200,200,0,0,5.361427606244137e-06,3,1.0,1.0
300,0.01,5,False,1.0,0.0,3_2_2,300,300,3,4,-0.5941578686419429,3,1.0,0.0
400,0.01,5,False,5.0,0.0,3_2_3,400,400,6,5,-0.3412234108045748,3,1.0,0.0
500,0.01,5,False,11.0,0.0,3_2_4,500,500,4,4,-0.06902873679660401,3,1.0,0.0
600,0.01,5,False,9.0,0.0,3_2_5,600,600,5,3,-0.19217308143360468,3,1.0,0.0
700,0.01,5,False,4.0,0.0,3_2_6,700,700,7,10,-0.4364580273529429,3,1.0,0.0
800,0.01,5,False,6.0,0.0,3_2_7,800,800,9,8,-0.3964404598620348,3,1.0,0.0
900,0.01,5,False,7.0,0.0,3_2_8,900,900,5,9,-0.23453499503330974,3,1.0,0.0
1000,0.01,5,False,8.0,0.0,3_2_9,1000,1000,10,11,-0.3513098742999287,3,1.0,0.0
100,0.01,5,False,0.0,0.0,3_3_0,100,100,2,0,-2.3030993002669415,3,0.0,0.0
200,0.01,5,False,1.0,0.0,3_3_1,200,200,1,1,-0.29994561437176176,3,1.0,0.0
300,0.01,5,False,1.0,0.0,3_3_2,300,300,1,2,-0.30030677404488537,3,1.0,0.0
400,0.01,5,False,5.0,0.0,3_3_3,400,400,5,4,-0.3004874665716888,3,1.0,0.0
500,0.01,5,False,4.0,0.0,3_3_4,500,500,6,5,-0.39619710468858377,3,1.0,0.0
600,0.01,5,False,6.0,0.0,3_3_5,600,600,7,6,-0.33500511192595916,3,1.0,0.0
700,0.01,5,False,10.0,0.0,3_3_6,700,700,8,4,-0.25527587400677276,3,1.0,0.0
800,0.01,5,False,9.0,0.0,3_3_7,800,800,8,12,-0.2763305363507441,3,1.0,0.0
900,0.01,5,False,8.0,0.0,3_3_8,900,900,8,6,-0.3007887879477533,3,1.0,0.0
1000,0.01,5,False,8.0,0.0,3_3_9,1000,1000,8,5,-0.30081290269175004,3,1.0,0.0
100,0.01,5,False,0.0,0.0,3_4_0,100,100,1,1,-2.004257190751136,3,0.0,0.0
200,0.01,5,False,2.0,0.0,3_4_1,200,200,1,3,-0.1771785175705589,3,1.0,0.0
300,0.01,5,False,2.0,0.0,3_4_2,300,300,5,4,-0.5379224274374773,3,1.0,0.0
400,0.01,5,False,0.0,0.0,3_4_3,400,400,8,4,-2.2013787099176887,3,0.0,0.0
500,0.01,5,False,6.0,0.0,3_4_4,500,500,6,12,-0.3005959181846631,3,1.0,0.0
600,0.01,5,False,7.0,0.0,3_4_5,600,600,6,7,-0.2689005055272799,3,1.0,0.0
700,0.01,5,False,5.0,0.0,3_4_6,700,700,8,4,-0.41372757963575213,3,1.0,0.0
800,0.01,5,False,8.0,0.0,3_4_7,800,800,5,5,-0.2111966447001906,3,1.0,0.0
900,0.01,5,False,11.0,0.0,3_4_8,900,900,9,13,-0.26001622266352625,3,1.0,0.0
1000,0.01,5,False,9.0,0.0,3_4_9,1000,1000,5,7,-0.19244509711177052,3,1.0,0.0
100,0.01,5,True,9.0,5.0,4_0_0,100,100,1,3,0.798244006350245,4,1.0,0.0
200,0.01,5,True,11.0,10.0,4_0_1,200,200,3,2,0.22606070320319321,4,1.0,0.0
300,0.01,5,True,15.0,15.0,4_0_2,300,300,3,0,0.9427226324167298,4,1.0,0.0
400,0.01,5,True,25.0,20.0,4_0_3,400,400,3,2,3.1790844123312882,4,1.0,0.0
500,0.01,5,True,26.0,25.0,4_0_4,500,500,4,4,2.7687718443214213,4,1.0,0.0
600,0.01,5,True,40.0,30.0,4_0_5,600,600,7,5,4.342424449716687,4,1.0,0.0
700,0.01,5,True,43.0,35.0,4_0_6,700,700,8,5,4.480632809238067,4,1.0,0.0
800,0.01,5,True,47.0,40.0,4_0_7,800,800,7,6,5.939139599906542,4,1.0,0.0
900,0.01,5,True,51.0,45.0,4_0_8,900,900,10,5,5.239490716976968,4,1.0,0.0
1000,0.01,5,True,57.0,50.0,4_0_9,1000,1000,8,7,7.726863421412846,4,1.0,0.0
100,0.01,5,True,5.0,5.0,4_1_0,100,100,1,1,0.04089669856241497,4,1.0,0.0
200,0.01,5,True,11.0,10.0,4_1_1,200,200,2,1,0.6377919322128511,4,1.0,0.0
300,0.01,5,True,19.0,15.0,4_1_2,300,300,2,1,2.422317444348168,4,1.0,0.0
400,0.01,5,True,24.0,20.0,4_1_3,400,400,4,2,2.3406535320544863,4,1.0,0.0
500,0.01,5,True,32.0,25.0,4_1_4,500,500,3,7,4.919544638449243,4,1.0,0.0
600,0.01,5,True,34.0,30.0,4_1_5,600,600,7,10,2.9908214224460457,4,1.0,0.0
700,0.01,5,True,44.0,35.0,4_1_6,700,700,8,7,4.707095942767891,4,1.0,0.0
800,0.01,5,True,45.0,40.0,4_1_7,800,800,9,9,4.406592943458794,4,1.0,0.0
900,0.01,5,True,56.0,45.0,4_1_8,900,900,12,12,5.397732201019967,4,1.0,0.0
1000,0.01,5,True,63.0,50.0,4_1_9,1000,1000,12,12,6.938850031346784,4,1.0,0.0
100,0.01,5,True,6.0,5.0,4_2_0,100,100,0,0,0.9947000284254929,4,1.0,1.0
200,0.01,5,True,15.0,10.0,4_2_1,200,200,3,3,0.9581997041568627,4,1.0,0.0
300,0.01,5,True,20.0,15.0,4_2_2,300,300,3,2,2.017257457804184,4,1.0,0.0
400,0.01,5,True,26.0,20.0,4_2_3,400,400,4,6,2.7953751196980985,4,1.0,0.0
500,0.01,5,True,31.0,25.0,4_2_4,500,500,7,4,2.385185929869335,4,1.0,0.0
600,0.01,5,True,35.0,30.0,4_2_5,600,600,7,6,3.212282645026513,4,1.0,0.0
700,0.01,5,True,43.0,35.0,4_2_6,700,700,13,5,2.4205849275501032,4,1.0,0.0
800,0.01,5,True,49.0,40.0,4_2_7,800,800,10,5,4.819693806919516,4,1.0,0.0
900,0.01,5,True,53.0,45.0,4_2_8,900,900,5,8,8.784430652080939,4,1.0,0.0
1000,0.01,5,True,59.0,50.0,4_2_9,1000,1000,8,8,8.222499291545967,4,1.0,0.0
100,0.01,5,True,5.0,5.0,4_3_0,100,100,1,0,0.04547976291035758,4,1.0,0.0
200,0.01,5,True,13.0,10.0,4_3_1,200,200,1,3,1.7158745017756705,4,1.0,0.0
300,0.01,5,True,15.0,15.0,4_3_2,300,300,6,1,-0.022867481598643765,4,1.0,0.0
400,0.01,5,True,22.0,20.0,4_3_3,400,400,5,8,1.4225506181059464,4,1.0,0.0
500,0.01,5,True,29.0,25.0,4_3_4,500,500,7,3,1.9803779322119834,4,1.0,0.0
600,0.01,5,True,35.0,30.0,4_3_5,600,600,6,4,3.7199829740988246,4,1.0,0.0
700,0.01,5,True,46.0,35.0,4_3_6,700,700,4,7,7.7735385766030625,4,1.0,0.0
800,0.01,5,True,49.0,40.0,4_3_7,800,800,7,6,6.4273014142878155,4,1.0,0.0
900,0.01,5,True,49.0,45.0,4_3_8,900,900,9,11,5.281320958287247,4,1.0,0.0
1000,0.01,5,True,62.0,50.0,4_3_9,1000,1000,11,9,7.22409061112605,4,1.0,0.0
100,0.01,5,True,7.0,5.0,4_4_0,100,100,3,0,-0.15401832786891487,4,1.0,0.0
200,0.01,5,True,10.0,10.0,4_4_1,200,200,1,5,0.9867686857192964,4,1.0,0.0
300,0.01,5,True,16.0,15.0,4_4_2,300,300,2,4,1.6898355318908993,4,1.0,0.0
400,0.01,5,True,23.0,20.0,4_4_3,400,400,3,7,2.6836540480293127,4,1.0,0.0
500,0.01,5,True,27.0,25.0,4_4_4,500,500,5,4,2.460005468106013,4,1.0,0.0
600,0.01,5,True,34.0,30.0,4_4_5,600,600,1,4,7.360532168685864,4,1.0,0.0
700,0.01,5,True,42.0,35.0,4_4_6,700,700,5,5,5.992882870016788,4,1.0,0.0
800,0.01,5,True,50.0,40.0,4_4_7,800,800,9,9,5.538938092904684,4,1.0,0.0
900,0.01,5,True,54.0,45.0,4_4_8,900,900,11,6,5.427568513411158,4,1.0,0.0
1000,0.01,5,True,56.0,50.0,4_4_9,1000,1000,11,8,5.848146776108123,4,1.0,0.0
100,0.01,5,False,2.0,0.0,5_0_0,100,100,0,0,0.12716856281889377,5,1.0,1.0
200,0.01,5,False,0.0,0.0,5_0_1,200,200,1,5,-1.8260586377935275,5,0.0,0.0
300,0.01,5,False,3.0,0.0,5_0_2,300,300,2,3,-0.2220933694628399,5,1.0,0.0
400,0.01,5,False,3.0,0.0,5_0_3,400,400,5,2,-0.42433632486783085,5,1.0,0.0
500,0.01,5,False,8.0,0.0,5_0_4,500,500,5,4,-0.2112418067855985,5,1.0,0.0
600,0.01,5,False,4.0,0.0,5_0_5,600,600,6,5,-0.39648839331598745,5,1.0,0.0
700,0.01,5,False,9.0,0.0,5_0_6,700,700,7,11,-0.2504025830968194,5,1.0,0.0
800,0.01,5,False,10.0,0.0,5_0_7,800,800,3,5,0.05344090225357848,5,1.0,0.0
900,0.01,5,False,12.0,0.0,5_0_8,900,900,8,7,-0.22225721338965707,5,1.0,0.0
1000,0.01,5,False,9.0,0.0,5_0_9,1000,1000,11,16,-0.3457442133015166,5,1.0,0.0
100,0.01,5,False,2.0,0.0,5_1_0,100,100,1,3,-0.1782694816169762,5,1.0,0.0
200,0.01,5,False,4.0,0.0,5_1_1,200,200,3,1,-0.24250107908536608,5,1.0,0.0
300,0.01,5,False,4.0,0.0,5_1_2,300,300,2,5,-0.17755240217584023,5,1.0,0.0
400,0.01,5,False,4.0,0.0,5_1_3,400,400,9,6,-0.5065626761376033,5,1.0,0.0
500,0.01,5,False,12.0,0.0,5_1_4,500,500,6,8,-0.177643937991419,5,1.0,0.0
600,0.01,5,False,10.0,0.0,5_1_5,600,600,4,5,-0.1470821493763574,5,1.0,0.0
700,0.01,5,False,6.0,0.0,5_1_6,700,700,7,4,-0.33522189206329367,5,1.0,0.0
800,0.01,5,False,6.0,0.0,5_1_7,800,800,8,10,-0.3667050493797977,5,1.0,0.0
