N,q,N2_func,mobile,n,N2,SNP,Nhom1,Nhom2,nhom1,nhom2,log10BF,transcript,Method_A,Method_B
100,0.01,5,True,6.0,5.0,48_2_0,100,100,1,1,0.20449400084668024,48,1.0,0.0
200,0.01,5,True,10.0,10.0,48_2_1,200,200,2,2,0.4426339267742435,48,1.0,0.0
300,0.01,5,True,19.0,15.0,48_2_2,300,300,2,2,2.4184104347429805,48,1.0,0.0
400,0.01,5,True,27.0,20.0,48_2_3,400,400,4,0,3.0415230149325523,48,1.0,0.0
500,0.01,5,True,28.0,25.0,48_2_4,500,500,2,6,4.678551168928325,48,1.0,0.0
600,0.01,5,True,43.0,30.0,48_2_5,600,600,5,5,6.288053567954781,48,1.0,0.0
700,0.01,5,True,45.0,35.0,48_2_6,700,700,9,9,4.433090295051199,48,1.0,0.0
800,0.01,5,True,44.0,40.0,48_2_7,800,800,6,18,5.796937321559538,48,1.0,0.0
900,0.01,5,True,56.0,45.0,48_2_8,900,900,10,11,6.376838132782272,48,1.0,0.0
1000,0.01,5,True,57.0,50.0,48_2_9,1000,1000,6,8,9.060153935100297,48,1.0,0.0
100,0.01,5,True,6.0,5.0,48_3_0,100,100,1,0,0.21032329874025102,48,1.0,0.0
200,0.01,5,True,11.0,10.0,48_3_1,200,200,4,4,-0.0625354700451026,48,1.0,0.0
300,0.01,5,True,19.0,15.0,48_3_2,300,300,8,2,0.04357221855020489,48,1.0,0.0
400,0.01,5,True,26.0,20.0,48_3_3,400,400,3,3,3.4268722031551135,48,1.0,0.0
500,0.01,5,True,28.0,25.0,48_3_4,500,500,1,6,5.6729888047820936,48,1.0,0.0
600,0.01,5,True,37.0,30.0,48_3_5,600,600,10,4,2.365839151890011,48,1.0,0.0
700,0.01,5,True,37.0,35.0,48_3_6,700,700,5,10,4.741334961873415,48,1.0,0.0
800,0.01,5,True,52.0,40.0,48_3_7,800,800,8,9,6.562344625616412,48,1.0,0.0
900,0.01,5,True,50.0,45.0,48_3_8,900,900,11,7,4.552130262486623,48,1.0,0.0
1000,0.01,5,True,63.0,50.0,48_3_9,1000,1000,6,11,10.641407342988797,48,1.0,0.0
100,0.01,5,True,7.0,5.0,48_4_0,100,100,1,0,0.39865831287965103,48,1.0,0.0
200,0.01,5,True,12.0,10.0,48_4_1,200,200,3,5,0.3842149686385843,48,1.0,0.0
300,0.01,5,True,21.0,15.0,48_4_2,300,300,0,3,5.090301859353413,48,1.0,0.0
400,0.01,5,True,23.0,20.0,48_4_3,400,400,1,2,4.313374145810349,48,1.0,0.0
500,0.01,5,True,27.0,25.0,48_4_4,500,500,4,5,3.0015525594256527,48,1.0,0.0
600,0.01,5,True,36.0,30.0,48_4_5,600,600,8,9,2.9661048978156805,48,1.0,0.0
700,0.01,5,True,40.0,35.0,48_4_6,700,700,7,5,4.311583905888747,48,1.0,0.0
800,0.01,5,True,49.0,40.0,48_4_7,800,800,5,4,7.767787442433093,48,1.0,0.0
900,0.01,5,True,52.0,45.0,48_4_8,900,900,8,13,6.5269024248099425,48,1.0,0.0
1000,0.01,5,True,60.0,50.0,48_4_9,1000,1000,13,16,5.787391785320805,48,1.0,0.0
100,0.01,5,True,5.0,5.0,49_0_0,100,100,3,0,-0.20284186739950397,49,1.0,0.0
200,0.01,5,True,10.0,10.0,49_0_1,200,200,2,2,0.4426339267742435,49,1.0,0.0
300,0.01,5,True,17.0,15.0,49_0_2,300,300,3,5,1.3413556487666038,49,1.0,0.0
400,0.01,5,True,24.0,20.0,49_0_3,400,400,4,4,2.3361286258973366,49,1.0,0.0
500,0.01,5,True,29.0,25.0,49_0_4,500,500,4,7,3.4756077172972235,49,1.0,0.0
600,0.01,5,True,33.0,30.0,49_0_5,600,600,6,1,3.2688068534422374,49,1.0,0.0
700,0.01,5,True,43.0,35.0,49_0_6,700,700,4,7,6.97276744467214,49,1.0,0.0
800,0.01,5,True,46.0,40.0,49_0_7,800,800,9,6,4.6316785678774215,49,1.0,0.0
900,0.01,5,True,57.0,45.0,49_0_8,900,900,10,11,6.610295034752399,49,1.0,0.0
1000,0.01,5,True,63.0,50.0,49_0_9,1000,1000,11,6,7.461830556566055,49,1.0,0.0
100,0.01,5,True,5.0,5.0,49_1_0,100,100,2,1,-0.14661740550182095,49,1.0,0.0
200,0.01,5,True,10.0,10.0,49_1_1,200,200,0,0,2.0190100558605013,49,1.0,1.0
300,0.01,5,True,16.0,15.0,49_1_2,300,300,3,2,1.140762532813194,49,1.0,0.0
400,0.01,5,True,24.0,20.0,49_1_3,400,400,2,1,3.66068601637551,49,1.0,0.0
500,0.01,5,True,29.0,25.0,49_1_4,500,500,6,8,2.407126007493157,49,1.0,0.0
600,0.01,5,True,40.0,30.0,49_1_5,600,600,3,6,7.022216181717839,49,1.0,0.0
700,0.01,5,True,44.0,35.0,49_1_6,700,700,6,9,5.8389467461323195,49,1.0,0.0
800,0.01,5,True,51.0,40.0,49_1_7,800,800,7,8,6.919226714542367,49,1.0,0.0
900,0.01,5,True,50.0,45.0,49_1_8,900,900,11,6,4.552819323940659,49,1.0,0.0
1000,0.01,5,True,63.0,50.0,49_1_9,1000,1000,7,12,9.904153476043495,49,1.0,0.0
100,0.01,5,True,6.0,5.0,49_2_0,100,100,0,2,0.968411668010902,49,1.0,0.0
200,0.01,5,True,11.0,10.0,49_2_1,200,200,1,3,1.2281362384617498,49,1.0,0.0
300,0.01,5,True,19.0,15.0,49_2_2,300,300,4,2,1.2898034467223327,49,1.0,0.0
400,0.01,5,True,22.0,20.0,49_2_3,400,400,4,1,1.9002052069589532,49,1.0,0.0
500,0.01,5,True,38.0,25.0,49_2_4,500,500,5,3,5.069530243308329,49,1.0,0.0
600,0.01,5,True,31.0,30.0,49_2_5,600,600,8,4,1.9592121551003374,49,1.0,0.0
700,0.01,5,True,45.0,35.0,49_2_6,700,700,9,7,4.435313771093035,49,1.0,0.0
800,0.01,5,True,53.0,40.0,49_2_7,800,800,8,6,6.809564691746002,49,1.0,0.0
900,0.01,5,True,60.0,45.0,49_2_8,900,900,7,11,9.163533916532007,49,1.0,0.0
1000,0.01,5,True,64.0,50.0,49_2_9,1000,1000,12,7,7.1740283621503735,49,1.0,0.0
100,0.01,5,True,6.0,5.0,49_3_0,100,100,0,1,0.9815905928741635,49,1.0,0.0
200,0.01,5,True,12.0,10.0,49_3_1,200,200,3,1,0.39632428603380143,49,1.0,0.0
300,0.01,5,True,18.0,15.0,49_3_2,300,300,3,4,1.5605786482007928,49,1.0,0.0
400,0.01,5,True,26.0,20.0,49_3_3,400,400,2,7,4.177489044613144,49,1.0,0.0
500,0.01,5,True,30.0,25.0,49_3_4,500,500,0,3,7.694597119169342,49,1.0,0.0
600,0.01,5,True,40.0,30.0,49_3_5,600,600,5,4,5.524847834991169,49,1.0,0.0
700,0.01,5,True,46.0,35.0,49_3_6,700,700,2,9,9.61804269310198,49,1.0,0.0
800,0.01,5,True,48.0,40.0,49_3_7,800,800,9,8,5.081119633328255,49,1.0,0.0
900,0.01,5,True,57.0,45.0,49_3_8,900,900,3,6,11.64671491581343,49,1.0,0.0
1000,0.01,5,True,58.0,50.0,49_3_9,1000,1000,9,12,7.370996193040568,49,1.0,0.0
100,0.01,5,True,6.0,5.0,49_4_0,100,100,1,2,0.1985989042339511,49,1.0,0.0
200,0.01,5,True,13.0,10.0,49_4_1,200,200,1,0,1.733219142381144,49,1.0,0.0
300,0.01,5,True,18.0,15.0,49_4_2,300,300,1,4,2.9799410266582544,49,1.0,0.0
400,0.01,5,True,26.0,20.0,49_4_3,400,400,4,3,2.7996412500382895,49,1.0,0.0
500,0.01,5,True,30.0,25.0,49_4_4,500,500,4,6,3.7194997905453824,49,1.0,0.0
600,0.01,5,True,37.0,30.0,49_4_5,600,600,2,4,7.11723677592912,49,1.0,0.0
700,0.01,5,True,41.0,35.0,49_4_6,700,700,4,6,6.4474658021871525,49,1.0,0.0
800,0.01,5,True,47.0,40.0,49_4_7,800,800,8,5,5.375146891542621,49,1.0,0.0
900,0.01,5,True,54.0,45.0,49_4_8,900,900,10,3,5.922111429557205,49,1.0,0.0
1000,0.01,5,True,63.0,50.0,49_4_9,1000,1000,16,5,5.161212260146062,49,1.0,0.0
100,0.01,5,False,2.0,0.0,50_0_0,100,100,2,0,-0.2988639339074737,50,1.0,0.0
200,0.01,5,False,2.0,0.0,50_0_1,200,200,1,1,-0.1760913402889136,50,1.0,0.0
300,0.01,5,False,2.0,0.0,50_0_2,300,300,6,4,-0.5941097639215934,50,1.0,0.0
400,0.01,5,False,4.0,0.0,50_0_3,400,400,3,0,-0.2426317748288857,50,1.0,0.0
500,0.01,5,False,2.0,0.0,50_0_4,500,500,5,3,-0.5410281191980217,50,1.0,0.0
600,0.01,5,False,8.0,0.0,50_0_5,600,600,6,1,-0.24285880950949676,50,1.0,0.0
700,0.01,5,False,8.0,0.0,50_0_6,700,700,5,5,-0.21124634253943053,50,1.0,0.0
800,0.01,5,False,13.0,0.0,50_0_7,800,800,5,9,-0.06213204580962555,50,1.0,0.0
900,0.01,5,False,10.0,0.0,50_0_8,900,900,8,10,-0.2555666043473769,50,1.0,0.0
1000,0.01,5,False,15.0,0.0,50_0_9,1000,1000,7,13,-0.16775354567111228,50,1.0,0.0
100,0.01,5,False,1.0,0.0,50_1_0,100,100,1,2,-0.29886393390747346,50,1.0,0.0
200,0.01,5,False,3.0,0.0,50_1_1,200,200,1,1,-0.12530456697485415,50,1.0,0.0
300,0.01,5,False,3.0,0.0,50_1_2,300,300,4,3,-0.3662846209536976,50,1.0,0.0
400,0.01,5,False,5.0,0.0,50_1_3,400,400,8,3,-0.4131149982748391,50,1.0,0.0
500,0.01,5,False,4.0,0.0,50_1_4,500,500,6,2,-0.396851024892086,50,1.0,0.0
600,0.01,5,False,8.0,0.0,50_1_5,600,600,4,10,-0.17773807810938713,50,1.0,0.0
700,0.01,5,False,8.0,0.0,50_1_6,700,700,10,10,-0.35101154491896697,50,1.0,0.0
800,0.01,5,False,9.0,0.0,50_1_7,800,800,6,5,-0.22212438372231297,50,1.0,0.0
900,0.01,5,False,6.0,0.0,50_1_8,900,900,11,11,-0.4496328875825647,50,1.0,0.0
1000,0.01,5,False,9.0,0.0,50_1_9,1000,1000,10,14,-0.323929497644908,50,1.0,0.0
100,0.01,5,False,0.0,0.0,50_2_0,100,100,2,0,-2.3030993002669415,50,0.0,0.0
200,0.01,5,False,2.0,0.0,50_2_1,200,200,1,1,-0.1760913402889136,50,1.0,0.0
300,0.01,5,False,2.0,0.0,50_2_2,300,300,1,2,-0.17645335816678542,50,1.0,0.0
400,0.01,5,False,3.0,0.0,50_2_3,400,400,2,2,-0.22185012551628996,50,1.0,0.0
500,0.01,5,False,2.0,0.0,50_2_4,500,500,4,6,-0.4736515840254954,50,1.0,0.0
600,0.01,5,False,8.0,0.0,50_2_5,600,600,7,3,-0.2728221869464914,50,1.0,0.0
700,0.01,5,False,5.0,0.0,50_2_6,700,700,6,8,-0.3415517462894218,50,1.0,0.0
800,0.01,5,False,16.0,0.0,50_2_7,800,800,8,5,-0.17664533479288522,50,1.0,0.0
900,0.01,5,False,15.0,0.0,50_2_8,900,900,11,7,-0.23916229925946084,50,1.0,0.0
1000,0.01,5,False,11.0,0.0,50_2_9,1000,1000,12,7,-0.31995864350044756,50,1.0,0.0
100,0.01,5,False,0.0,0.0,50_3_0,100,100,0,1,-2.0064341100054097,50,0.0,0.0
200,0.01,5,False,3.0,0.0,50_3_1,200,200,3,2,-0.2999456143717612,50,1.0,0.0
300,0.01,5,False,2.0,0.0,50_3_2,300,300,0,1,0.12422385570056696,50,1.0,0.0
400,0.01,5,False,4.0,0.0,50_3_3,400,400,5,6,-0.3506849915326946,50,1.0,0.0
500,0.01,5,False,7.0,0.0,50_3_4,500,500,5,3,-0.23414978049339336,50,1.0,0.0
600,0.01,5,False,9.0,0.0,50_3_5,600,600,8,7,-0.2761700108188427,50,1.0,0.0
700,0.01,5,False,6.0,0.0,50_3_6,700,700,6,7,-0.3007198960564435,50,1.0,0.0
800,0.01,5,False,11.0,0.0,50_3_7,800,800,10,8,-0.2807797931607509,50,1.0,0.0
900,0.01,5,False,11.0,0.0,50_3_8,900,900,10,7,-0.2807625881952844,50,1.0,0.0
1000,0.01,5,False,6.0,0.0,50_3_9,1000,1000,12,11,-0.47428787473425177,50,1.0,0.0
100,0.01,5,False,0.0,0.0,50_4_0,100,100,1,0,-2.305287186415117,50,0.0,0.0
200,0.01,5,False,2.0,0.0,50_4_1,200,200,1,3,-0.1771785175705589,50,1.0,0.0
300,0.01,5,False,5.0,0.0,50_4_2,300,300,3,4,-0.2048567066595907,50,1.0,0.0
400,0.01,5,False,3.0,0.0,50_4_3,400,400,0,8,0.2895890349542507,50,1.0,0.0
500,0.01,5,False,1.0,0.0,50_4_4,500,500,2,4,-0.4745232481230661,50,1.0,0.0
600,0.01,5,False,5.0,0.0,50_4_5,600,600,4,7,-0.25549263014191764,50,1.0,0.0
700,0.01,5,False,7.0,0.0,50_4_6,700,700,6,8,-0.26893683149178116,50,1.0,0.0
800,0.01,5,False,6.0,0.0,50_4_7,800,800,9,14,-0.39562358559080296,50,1.0,0.0
900,0.01,5,False,7.0,0.0,50_4_8,900,900,10,15,-0.3834463368191235,50,1.0,0.0
1000,0.01,5,False,10.0,0.0,50_4_9,1000,1000,11,6,-0.32184891939682847,50,1.0,0.0
100,0.01,5,False,1.0,0.0,51_0_0,100,100,1,0,-0.2988639339074734,51,1.0,0.0
200,0.01,5,False,0.0,0.0,51_0_1,200,200,2,0,-2.6031200645641106,51,0.0,0.0
300,0.01,5,False,3.0,0.0,51_0_2,300,300,1,8,-0.12858051536982937,51,1.0,0.0
400,0.01,5,False,2.0,0.0,51_0_3,400,400,2,3,-0.30048746657168685,51,1.0,0.0
500,0.01,5,False,2.0,0.0,51_0_4,500,500,7,6,-0.6452062135596963,51,1.0,0.0
600,0.01,5,False,7.0,0.0,51_0_5,600,600,7,6,-0.3006682343087002,51,1.0,0.0
700,0.01,5,False,6.0,0.0,51_0_6,700,700,8,4,-0.36714624587347794,51,1.0,0.0
800,0.01,5,False,5.0,0.0,51_0_7,800,800,4,11,-0.25565514107534415,51,1.0,0.0
900,0.01,5,False,10.0,0.0,51_0_8,900,900,8,7,-0.25542054609171294,51,1.0,0.0
1000,0.01,5,False,12.0,0.0,51_0_9,1000,1000,5,5,-0.15181625777126126,51,1.0,0.0
100,0.01,5,False,0.0,0.0,51_1_0,100,100,0,1,-2.0064341100054097,51,0.0,0.0
200,0.01,5,False,1.0,0.0,51_1_1,200,200,2,3,-0.4717259019116924,51,1.0,0.0
300,0.01,5,False,5.0,0.0,51_1_2,300,300,1,2,0.03087463328909166,51,1.0,0.0
400,0.01,5,False,0.0,0.0,51_1_3,400,400,6,3,-2.299384043763346,51,0.0,0.0
500,0.01,5,False,5.0,0.0,51_1_4,500,500,5,4,-0.3005959181846624,51,1.0,0.0
600,0.01,5,False,4.0,0.0,51_1_5,600,600,4,6,-0.3006682343086997,51,1.0,0.0
700,0.01,5,False,5.0,0.0,51_1_6,700,700,6,12,-0.3413027186076366,51,1.0,0.0
800,0.01,5,False,12.0,0.0,51_1_7,800,800,9,6,-0.24324709170634798,51,1.0,0.0
900,0.01,5,False,16.0,0.0,51_1_8,900,900,7,8,-0.1222356526015202,51,1.0,0.0
1000,0.01,5,False,14.0,0.0,51_1_9,1000,1000,12,9,-0.2689420015055,51,1.0,0.0
100,0.01,5,False,0.0,0.0,51_2_0,100,100,0,1,-2.0064341100054097,51,0.0,0.0
200,0.01,5,False,1.0,0.0,51_2_1,200,200,3,1,-0.5966538062157726,51,1.0,0.0
300,0.01,5,False,0.0,0.0,51_2_2,300,300,7,3,-2.1731571686546927,51,0.0,0.0
400,0.01,5,False,2.0,0.0,51_2_3,400,400,2,2,-0.3004874665716874,51,1.0,0.0
500,0.01,5,False,6.0,0.0,51_2_4,500,500,9,8,-0.3955342319974237,51,1.0,0.0
600,0.01,5,False,3.0,0.0,51_2_5,600,600,10,13,-0.6247085460862949,51,1.0,0.0
700,0.01,5,False,8.0,0.0,51_2_6,700,700,7,10,-0.27312131581092036,51,1.0,0.0
800,0.01,5,False,5.0,0.0,51_2_7,800,800,9,5,-0.4455775506349674,51,1.0,0.0
900,0.01,5,False,14.0,0.0,51_2_8,900,900,11,13,-0.25230377482905186,51,1.0,0.0
1000,0.01,5,False,6.0,0.0,51_2_9,1000,1000,10,11,-0.42400745439088094,51,1.0,0.0
100,0.01,5,False,1.0,0.0,51_3_0,100,100,2,0,-0.47279923896296977,51,1.0,0.0
200,0.01,5,False,0.0,0.0,51_3_1,200,200,3,2,-2.124906244533876,51,0.0,0.0
300,0.01,5,False,1.0,0.0,51_3_2,300,300,1,2,-0.30030677404488537,51,1.0,0.0
400,0.01,5,False,3.0,0.0,51_3_3,400,400,3,4,-0.30048746657168646,51,1.0,0.0
500,0.01,5,False,3.0,0.0,51_3_4,500,500,4,4,-0.3668172914633929,51,1.0,0.0
600,0.01,5,False,8.0,0.0,51_3_5,600,600,12,8,-0.39593067104626134,51,1.0,0.0
700,0.01,5,False,11.0,0.0,51_3_6,700,700,3,4,0.20188021811515608,51,1.0,0.0
800,0.01,5,False,7.0,0.0,51_3_7,800,800,10,9,-0.3839082635995113,51,1.0,0.0
900,0.01,5,False,6.0,0.0,51_3_8,900,900,8,5,-0.3672505948076115,51,1.0,0.0
1000,0.01,5,False,12.0,0.0,51_3_9,1000,1000,8,9,-0.22236194645027568,51,1.0,0.0
100,0.01,5,False,1.0,0.0,51_4_0,100,100,2,1,-0.47065393484813345,51,1.0,0.0
200,0.01,5,False,2.0,0.0,51_4_1,200,200,4,1,-0.47385962676628307,51,1.0,0.0
300,0.01,5,False,4.0,0.0,51_4_2,300,300,3,2,-0.24286080885387695,51,1.0,0.0
400,0.01,5,False,0.0,0.0,51_4_3,400,400,4,5,-2.1243853500182395,51,0.0,0.0
500,0.01,5,False,3.0,0.0,51_4_4,500,500,5,5,-0.4237939374019262,51,1.0,0.0
600,0.01,5,False,5.0,0.0,51_4_5,600,600,2,4,-0.14685611920723393,51,1.0,0.0
700,0.01,5,False,4.0,0.0,51_4_6,700,700,5,7,-0.35125020853816175,51,1.0,0.0
800,0.01,5,False,7.0,0.0,51_4_7,800,800,7,4,-0.30075864640060573,51,1.0,0.0
900,0.01,5,False,9.0,0.0,51_4_8,900,900,10,11,-0.3239455942536862,51,1.0,0.0
1000,0.01,5,False,6.0,0.0,51_4_9,1000,1000,12,8,-0.4749404703687667,51,1.0,0.0
100,0.01,5,True,5.0,5.0,52_0_0,100,100,0,1,0.7384219674807829,52,1.0,0.0
200,0.01,5,True,12.0,10.0,52_0_1,200,200,4,3,0.07025150788817046,52,1.0,0.0
300,0.01,5,True,15.0,15.0,52_0_2,300,300,3,2,0.9375987385053404,52,1.0,0.0
400,0.01,5,True,25.0,20.0,52_0_3,400,400,4,0,2.5742953202953407,52,1.0,0.0
500,0.01,5,True,30.0,25.0,52_0_4,500,500,4,5,3.7208641985513164,52,1.0,0.0
600,0.01,5,True,33.0,30.0,52_0_5,600,600,6,8,3.260909710032258,52,1.0,0.0
700,0.01,5,True,37.0,35.0,52_0_6,700,700,8,5,3.158567957395413,52,1.0,0.0
800,0.01,5,True,48.0,40.0,52_0_7,800,800,10,4,4.5997612066366145,52,1.0,0.0
900,0.01,5,True,55.0,45.0,52_0_8,900,900,6,14,8.560499033929784,52,1.0,0.0
1000,0.01,5,True,61.0,50.0,52_0_9,1000,1000,11,4,6.995386763255075,52,1.0,0.0
100,0.01,5,True,6.0,5.0,52_1_0,100,100,0,1,0.9815905928741635,52,1.0,0.0
200,0.01,5,True,11.0,10.0,52_1_1,200,200,2,2,0.6340468204224047,52,1.0,0.0
300,0.01,5,True,17.0,15.0,52_1_2,300,300,3,1,1.3540519217758462,52,1.0,0.0
400,0.01,5,True,25.0,20.0,52_1_3,400,400,1,8,4.855887290819819,52,1.0,0.0
500,0.01,5,True,33.0,25.0,52_1_4,500,500,5,3,3.842776706211949,52,1.0,0.0
600,0.01,5,True,34.0,30.0,52_1_5,600,600,8,5,2.553450379527921,52,1.0,0.0
700,0.01,5,True,40.0,35.0,52_1_6,700,700,4,6,6.186264988114913,52,1.0,0.0
800,0.01,5,True,45.0,40.0,52_1_7,800,800,8,13,4.903014527287234,52,1.0,0.0
900,0.01,5,True,55.0,45.0,52_1_8,900,900,13,12,4.744604678714256,52,1.0,0.0
1000,0.01,5,True,56.0,50.0,52_1_9,1000,1000,9,8,6.895239039910544,52,1.0,0.0
100,0.01,5,True,6.0,5.0,52_2_0,100,100,1,1,0.20449400084668024,52,1.0,0.0
200,0.01,5,True,11.0,10.0,52_2_1,200,200,3,2,0.22606070320319321,52,1.0,0.0
300,0.01,5,True,19.0,15.0,52_2_2,300,300,2,5,2.4130468918292687,52,1.0,0.0
400,0.01,5,True,22.0,20.0,52_2_3,400,400,1,4,4.033009991612127,52,1.0,0.0
500,0.01,5,True,26.0,25.0,52_2_4,500,500,6,5,1.7897182365365494,52,1.0,0.0
600,0.01,5,True,35.0,30.0,52_2_5,600,600,8,2,2.763894076796148,52,1.0,0.0
700,0.01,5,True,42.0,35.0,52_2_6,700,700,6,5,5.3525934152701895,52,1.0,0.0
800,0.01,5,True,42.0,40.0,52_2_7,800,800,11,7,2.9221655820921804,52,1.0,0.0
900,0.01,5,True,52.0,45.0,52_2_8,900,900,15,6,3.37804495660896,52,1.0,0.0
1000,0.01,5,True,62.0,50.0,52_2_9,1000,1000,11,14,7.218352877624673,52,1.0,0.0
100,0.01,5,True,6.0,5.0,52_3_0,100,100,0,0,0.9947000284254929,52,1.0,1.0
200,0.01,5,True,11.0,10.0,52_3_1,200,200,2,3,0.6302492916722269,52,1.0,0.0
300,0.01,5,True,17.0,15.0,52_3_2,300,300,1,7,2.7057624866069006,52,1.0,0.0
400,0.01,5,True,22.0,20.0,52_3_3,400,400,3,3,2.450753834870674,52,1.0,0.0
500,0.01,5,True,31.0,25.0,52_3_4,500,500,3,3,4.665583253509578,52,1.0,0.0
600,0.01,5,True,34.0,30.0,52_3_5,600,600,4,4,4.682361586005477,52,1.0,0.0
700,0.01,5,True,39.0,35.0,52_3_6,700,700,5,7,5.237367012128363,52,1.0,0.0
800,0.01,5,True,54.0,40.0,52_3_7,800,800,6,9,8.345665157622609,52,1.0,0.0
900,0.01,5,True,51.0,45.0,52_3_8,900,900,11,5,4.769283000300743,52,1.0,0.0
1000,0.01,5,True,61.0,50.0,52_3_9,1000,1000,8,11,8.720248733492088,52,1.0,0.0
100,0.01,5,True,5.0,5.0,52_4_0,100,100,2,1,-0.14661740550182095,52,1.0,0.0
200,0.01,5,True,14.0,10.0,52_4_1,200,200,2,4,1.258987833493315,52,1.0,0.0
300,0.01,5,True,19.0,15.0,52_4_2,300,300,4,1,1.2926281435620612,52,1.0,0.0
400,0.01,5,True,23.0,20.0,52_4_3,400,400,2,6,3.392438981936738,52,1.0,0.0
500,0.01,5,True,29.0,25.0,52_4_4,500,500,4,8,3.4741628341597823,52,1.0,0.0
600,0.01,5,True,39.0,30.0,52_4_5,600,600,2,1,7.6855283821856855,52,1.0,0.0
700,0.01,5,True,44.0,35.0,52_4_6,700,700,10,7,3.7606414860282364,52,1.0,0.0
800,0.01,5,True,51.0,40.0,52_4_7,800,800,7,10,6.916319932552267,52,1.0,0.0
900,0.01,5,True,50.0,45.0,52_4_8,900,900,11,6,4.552819323940659,52,1.0,0.0
1000,0.01,5,True,59.0,50.0,52_4_9,1000,1000,7,15,8.865617803444978,52,1.0,0.0
100,0.01,5,False,0.0,0.0,53_0_0,100,100,2,0,-2.3030993002669415,53,0.0,0.0
200,0.01,5,False,1.0,0.0,53_0_1,200,200,1,2,-0.2999456143717615,53,1.0,0.0
300,0.01,5,False,1.0,0.0,53_0_2,300,300,4,6,-0.6832810969780881,53,1.0,0.0
400,0.01,5,False,4.0,0.0,53_0_3,400,400,6,4,-0.3960321160246223,53,1.0,0.0
500,0.01,5,False,5.0,0.0,53_0_4,500,500,2,3,-0.14674069104653228,53,1.0,0.0
600,0.01,5,False,11.0,0.0,53_0_5,600,600,4,9,-0.07356220777363744,53,1.0,0.0
700,0.01,5,False,8.0,0.0,53_0_6,700,700,10,6,-0.3513243924536217,53,1.0,0.0
800,0.01,5,False,10.0,0.0,53_0_7,800,800,8,7,-0.25543951753329275,53,1.0,0.0
900,0.01,5,False,9.0,0.0,53_0_8,900,900,8,16,-0.2764245132553886,53,1.0,0.0
1000,0.01,5,False,6.0,0.0,53_0_9,1000,1000,9,16,-0.3958708829635633,53,1.0,0.0
100,0.01,5,False,1.0,0.0,53_1_0,100,100,2,2,-0.46851917591996184,53,1.0,0.0
200,0.01,5,False,1.0,0.0,53_1_1,200,200,1,1,-0.29994561437176176,53,1.0,0.0
300,0.01,5,False,3.0,0.0,53_1_2,300,300,4,4,-0.36604272267528526,53,1.0,0.0
400,0.01,5,False,2.0,0.0,53_1_3,400,400,3,3,-0.39631170887912764,53,1.0,0.0
500,0.01,5,False,10.0,0.0,53_1_4,500,500,4,6,-0.1475404436477666,53,1.0,0.0
600,0.01,5,False,12.0,0.0,53_1_5,600,600,9,6,-0.2433192485148402,53,1.0,0.0
700,0.01,5,False,7.0,0.0,53_1_6,700,700,8,4,-0.33045983636954296,53,1.0,0.0
800,0.01,5,False,5.0,0.0,53_1_7,800,800,6,2,-0.3419877834575343,53,1.0,0.0
900,0.01,5,False,12.0,0.0,53_1_8,900,900,9,13,-0.24365021416294905,53,1.0,0.0
1000,0.01,5,False,8.0,0.0,53_1_9,1000,1000,13,12,-0.41713636616520394,53,1.0,0.0
100,0.01,5,False,2.0,0.0,53_2_0,100,100,0,3,0.11413485340730802,53,1.0,0.0
200,0.01,5,False,1.0,0.0,53_2_1,200,200,4,5,-0.6787201142802028,53,1.0,0.0
300,0.01,5,False,7.0,0.0,53_2_2,300,300,3,5,-0.15669303407723412,53,1.0,0.0
400,0.01,5,False,4.0,0.0,53_2_3,400,400,3,3,-0.24304079721317307,53,1.0,0.0
500,0.01,5,False,1.0,0.0,53_2_4,500,500,4,2,-0.6946408053414125,53,1.0,0.0
600,0.01,5,False,4.0,0.0,53_2_5,600,600,4,6,-0.3006682343086997,53,1.0,0.0
700,0.01,5,False,7.0,0.0,53_2_6,700,700,6,7,-0.26889218883470273,53,1.0,0.0
800,0.01,5,False,7.0,0.0,53_2_7,800,800,11,4,-0.40912142592148504,53,1.0,0.0
900,0.01,5,False,10.0,0.0,53_2_8,900,900,15,13,-0.39599324132953273,53,1.0,0.0
1000,0.01,5,False,10.0,0.0,53_2_9,1000,1000,12,12,-0.3416362383486141,53,1.0,0.0
100,0.01,5,False,3.0,0.0,53_3_0,100,100,0,1,0.3011877724129385,53,1.0,0.0
200,0.01,5,False,3.0,0.0,53_3_1,200,200,4,1,-0.3661635934169123,53,1.0,0.0
300,0.01,5,False,2.0,0.0,53_3_2,300,300,5,7,-0.5347011922458309,53,1.0,0.0
400,0.01,5,False,1.0,0.0,53_3_3,400,400,2,3,-0.4744153209312788,53,1.0,0.0
500,0.01,5,False,8.0,0.0,53_3_4,500,500,5,9,-0.21206588647699454,53,1.0,0.0
600,0.01,5,False,7.0,0.0,53_3_5,600,600,7,1,-0.30066823430870154,53,1.0,0.0
700,0.01,5,False,12.0,0.0,53_3_6,700,700,5,11,-0.15315502754285185,53,1.0,0.0
800,0.01,5,False,5.0,0.0,53_3_7,800,800,5,8,-0.3007586464006068,53,1.0,0.0
900,0.01,5,False,8.0,0.0,53_3_8,900,900,8,7,-0.30078878794775255,53,1.0,0.0
1000,0.01,5,False,13.0,0.0,53_3_9,1000,1000,11,10,-0.2664221560233674,53,1.0,0.0
