N,q,N2_func,mobile,n,N2,SNP,Nhom1,Nhom2,nhom1,nhom2,log10BF,transcript,Method_A,Method_B
400,0.007,5,True,15.0,15.0,8_1_36,1000,1000,4,3,3.623331673266506,8,1.0,0.0
400,0.008,5,True,18.0,16.0,8_1_37,1000,1000,9,9,2.709057400232565,8,1.0,0.0
400,0.009,5,True,21.0,18.0,8_1_38,1000,1000,4,7,6.299918170478378,8,1.0,0.0
400,0.01,5,True,21.0,20.0,8_1_39,1000,1000,14,9,2.2686437215115487,8,1.0,0.0
500,0.001,5,True,5.0,3.0,8_1_40,1000,1000,1,3,0.833632905653599,8,1.0,0.0
500,0.002,5,True,5.0,5.0,8_1_41,1000,1000,4,1,-0.07860512256579029,8,1.0,0.0
500,0.003,5,True,11.0,8.0,8_1_42,1000,1000,1,3,3.118734176028088,8,1.0,0.0
500,0.004,5,True,10.0,10.0,8_1_43,1000,1000,2,2,1.9712802650507322,8,1.0,0.0
500,0.005,5,True,14.0,13.0,8_1_44,1000,1000,7,3,1.2162858207041412,8,1.0,0.0
500,0.006,5,True,17.0,15.0,8_1_45,1000,1000,8,9,1.757803381357765,8,1.0,0.0
500,0.007,5,True,23.0,18.0,8_1_46,1000,1000,6,6,4.575047233732199,8,1.0,0.0
500,0.008,5,True,22.0,20.0,8_1_47,1000,1000,9,9,2.946912953571874,8,1.0,0.0
500,0.009,5,True,27.0,23.0,8_1_48,1000,1000,11,5,3.83254540642841,8,1.0,0.0
500,0.01,5,True,28.0,25.0,8_1_49,1000,1000,13,15,3.451820859347497,8,1.0,0.0
600,0.001,5,True,3.0,3.0,8_1_50,1000,1000,1,2,0.07497568693445499,8,1.0,0.0
600,0.002,5,True,7.0,6.0,8_1_51,1000,1000,1,1,1.185497576892969,8,1.0,0.0
600,0.003,5,True,10.0,9.0,8_1_52,1000,1000,2,4,1.5050847857477259,8,1.0,0.0
600,0.004,5,True,14.0,12.0,8_1_53,1000,1000,5,3,1.3140334373576266,8,1.0,0.0
600,0.005,5,True,18.0,15.0,8_1_54,1000,1000,8,3,1.343322338896217,8,1.0,0.0
600,0.006,5,True,21.0,18.0,8_1_55,1000,1000,6,4,2.913413045924236,8,1.0,0.0
600,0.007,5,True,29.0,22.0,8_1_56,1000,1000,8,8,4.481383461747393,8,1.0,0.0
600,0.008,5,True,32.0,24.0,8_1_57,1000,1000,6,9,6.5417041619060035,8,1.0,0.0
600,0.009,5,True,31.0,27.0,8_1_58,1000,1000,7,9,5.62501301669695,8,1.0,0.0
600,0.01,5,True,35.0,30.0,8_1_59,1000,1000,8,10,6.446324187947261,8,1.0,0.0
700,0.001,5,True,4.0,4.0,8_1_60,1000,1000,0,3,0.8415607171853446,8,1.0,0.0
700,0.002,5,True,10.0,7.0,8_1_61,1000,1000,1,2,1.7873966289480414,8,1.0,0.0
700,0.003,5,True,11.0,11.0,8_1_62,1000,1000,4,6,0.5453501963724307,8,1.0,0.0
700,0.004,5,True,15.0,14.0,8_1_63,1000,1000,5,2,1.0940408338270868,8,1.0,0.0
700,0.005,5,True,23.0,18.0,8_1_64,1000,1000,3,3,4.410986596550036,8,1.0,0.0
700,0.006,5,True,24.0,21.0,8_1_65,1000,1000,7,5,2.5613221131096635,8,1.0,0.0
700,0.007,5,True,26.0,25.0,8_1_66,1000,1000,7,7,3.092162779025192,8,1.0,0.0
700,0.008,5,True,34.0,28.0,8_1_67,1000,1000,7,9,5.399011635049839,8,1.0,0.0
700,0.009,5,True,35.0,32.0,8_1_68,1000,1000,8,10,5.176255324455519,8,1.0,0.0
700,0.01,5,True,44.0,35.0,8_1_69,1000,1000,12,8,5.891762494185713,8,1.0,0.0
800,0.001,5,True,4.0,4.0,8_1_70,1000,1000,1,0,0.05774230864467153,8,1.0,0.0
800,0.002,5,True,11.0,8.0,8_1_71,1000,1000,2,3,1.0794498655501366,8,1.0,0.0
800,0.003,5,True,13.0,12.0,8_1_72,1000,1000,5,1,0.34930629351956427,8,1.0,0.0
800,0.004,5,True,17.0,16.0,8_1_73,1000,1000,5,5,1.1348267302065855,8,1.0,0.0
800,0.005,5,True,23.0,20.0,8_1_74,1000,1000,5,7,2.546667654465996,8,1.0,0.0
800,0.006,5,True,27.0,24.0,8_1_75,1000,1000,2,6,5.688877922936724,8,1.0,0.0
800,0.007,5,True,32.0,29.0,8_1_76,1000,1000,9,13,2.9891325595339095,8,1.0,0.0
800,0.008,5,True,36.0,32.0,8_1_77,1000,1000,10,4,3.547135879599409,8,1.0,0.0
800,0.009,5,True,42.0,36.0,8_1_78,1000,1000,9,11,5.524942100067125,8,1.0,0.0
800,0.01,5,True,42.0,40.0,8_1_79,1000,1000,5,9,7.925707322903932,8,1.0,0.0
900,0.001,5,True,5.0,5.0,8_1_80,1000,1000,1,1,0.12338427191543258,8,1.0,0.0
900,0.002,5,True,12.0,9.0,8_1_81,1000,1000,2,3,1.0328530522442827,8,1.0,0.0
900,0.003,5,True,15.0,14.0,8_1_82,1000,1000,5,3,0.42606134051884004,8,1.0,0.0
900,0.004,5,True,19.0,18.0,8_1_83,1000,1000,5,0,1.165681567264766,8,1.0,0.0
900,0.005,5,True,25.0,23.0,8_1_84,1000,1000,7,11,1.6134744717189904,8,1.0,0.0
900,0.006,5,True,32.0,27.0,8_1_85,1000,1000,7,9,3.134761658276309,8,1.0,0.0
900,0.007,5,True,37.0,32.0,8_1_86,1000,1000,8,6,3.831341613635016,8,1.0,0.0
900,0.008,5,True,46.0,36.0,8_1_87,1000,1000,8,6,6.037451861899922,8,1.0,0.0
900,0.009,5,True,50.0,41.0,8_1_88,1000,1000,7,9,7.681293911964033,8,1.0,0.0
900,0.01,5,True,56.0,45.0,8_1_89,1000,1000,12,5,6.478915613917852,8,1.0,0.0
1000,0.001,5,True,5.0,5.0,8_1_90,1000,1000,3,0,-0.20398993206570665,8,1.0,0.0
1000,0.002,5,True,11.0,10.0,8_1_91,1000,1000,3,2,0.20042281726519884,8,1.0,0.0
1000,0.003,5,True,19.0,15.0,8_1_92,1000,1000,7,2,0.2353279362828734,8,1.0,0.0
1000,0.004,5,True,25.0,20.0,8_1_93,1000,1000,3,4,3.095519532424153,8,1.0,0.0
1000,0.005,5,True,28.0,25.0,8_1_94,1000,1000,2,4,4.601974067073013,8,1.0,0.0
1000,0.006,5,True,36.0,30.0,8_1_95,1000,1000,11,5,1.78598490265642,8,1.0,0.0
1000,0.007,5,True,43.0,35.0,8_1_96,1000,1000,9,4,3.938199793212936,8,1.0,0.0
1000,0.008,5,True,46.0,40.0,8_1_97,1000,1000,6,3,6.263687477620077,8,1.0,0.0
1000,0.009,5,True,61.0,45.0,8_1_98,1000,1000,10,10,7.5277974646605905,8,1.0,0.0
1000,0.01,5,True,62.0,50.0,8_1_99,1000,1000,7,15,9.638874348460005,8,1.0,0.0
100,0.001,5,True,1.0,1.0,8_2_0,1000,1000,2,1,0.2630034437796007,8,1.0,0.0
100,0.002,5,True,1.0,1.0,8_2_1,1000,1000,3,2,0.1378660642948235,8,1.0,0.0
100,0.003,5,True,2.0,2.0,8_2_2,1000,1000,1,2,1.1311645780207569,8,1.0,0.0
100,0.004,5,True,2.0,2.0,8_2_3,1000,1000,1,3,1.1304508187012683,8,1.0,0.0
100,0.005,5,True,3.0,3.0,8_2_4,1000,1000,5,3,0.7846350574761618,8,1.0,0.0
100,0.006,5,True,3.0,3.0,8_2_5,1000,1000,11,7,0.12558741989053782,8,1.0,0.0
100,0.007,5,True,5.0,4.0,8_2_6,1000,1000,5,7,2.0612159176339424,8,1.0,0.0
100,0.008,5,True,5.0,4.0,8_2_7,1000,1000,12,6,0.8098663626962567,8,1.0,0.0
100,0.009,5,True,6.0,5.0,8_2_8,1000,1000,5,6,2.7926081346198828,8,1.0,0.0
100,0.01,5,True,6.0,5.0,8_2_9,1000,1000,15,13,0.9325069273587964,8,1.0,0.0
200,0.001,5,True,1.0,1.0,8_2_10,1000,1000,1,0,0.17616348978053548,8,1.0,0.0
200,0.002,5,True,2.0,2.0,8_2_11,1000,1000,2,3,0.30182133165646824,8,1.0,0.0
200,0.003,5,True,4.0,3.0,8_2_12,1000,1000,4,2,0.590829185175026,8,1.0,0.0
200,0.004,5,True,4.0,4.0,8_2_13,1000,1000,6,3,0.26003596561750636,8,1.0,0.0
200,0.005,5,True,6.0,5.0,8_2_14,1000,1000,3,10,1.919028773219332,8,1.0,0.0
200,0.006,5,True,8.0,6.0,8_2_15,1000,1000,9,8,1.1997368910609116,8,1.0,0.0
200,0.007,5,True,10.0,8.0,8_2_16,1000,1000,7,4,2.6816190385166894,8,1.0,0.0
200,0.008,5,True,10.0,8.0,8_2_17,1000,1000,7,6,2.679400093328111,8,1.0,0.0
200,0.009,5,True,9.0,9.0,8_2_18,1000,1000,14,13,0.7636599057932824,8,1.0,0.0
200,0.01,5,True,13.0,10.0,8_2_19,1000,1000,15,8,2.1554474656902536,8,1.0,0.0
300,0.001,5,True,2.0,2.0,8_2_20,1000,1000,2,2,0.03439316874899891,8,1.0,0.0
300,0.002,5,True,3.0,3.0,8_2_21,1000,1000,3,1,0.0985977127740168,8,1.0,0.0
300,0.003,5,True,5.0,5.0,8_2_22,1000,1000,1,4,1.6347815392495095,8,1.0,0.0
300,0.004,5,True,9.0,6.0,8_2_23,1000,1000,2,6,3.025669705357525,8,1.0,0.0
300,0.005,5,True,10.0,8.0,8_2_24,1000,1000,3,3,2.9227588131477655,8,1.0,0.0
300,0.006,5,True,10.0,9.0,8_2_25,1000,1000,4,8,2.4620107092313512,8,1.0,0.0
300,0.007,5,True,13.0,11.0,8_2_26,1000,1000,7,8,2.6475344920199837,8,1.0,0.0
300,0.008,5,True,13.0,12.0,8_2_27,1000,1000,7,12,2.6424984256513815,8,1.0,0.0
300,0.009,5,True,19.0,14.0,8_2_28,1000,1000,10,4,4.247390205983375,8,1.0,0.0
300,0.01,5,True,19.0,15.0,8_2_29,1000,1000,17,11,2.3222789146049734,8,1.0,0.0
400,0.001,5,True,4.0,2.0,8_2_30,1000,1000,2,0,0.33387638245219,8,1.0,0.0
400,0.002,5,True,5.0,4.0,8_2_31,1000,1000,2,2,0.635863401540635,8,1.0,0.0
400,0.003,5,True,6.0,6.0,8_2_32,1000,1000,1,3,1.5832507812950165,8,1.0,0.0
400,0.004,5,True,8.0,8.0,8_2_33,1000,1000,2,5,1.766144653691267,8,1.0,0.0
400,0.005,5,True,12.0,10.0,8_2_34,1000,1000,0,8,5.43673248738929,8,1.0,0.0
400,0.006,5,True,17.0,12.0,8_2_35,1000,1000,7,7,3.057154730748397,8,1.0,0.0
400,0.007,5,True,20.0,15.0,8_2_36,1000,1000,4,6,5.839613546672502,8,1.0,0.0
400,0.008,5,True,16.0,16.0,8_2_37,1000,1000,7,4,2.6813802395022703,8,1.0,0.0
400,0.009,5,True,21.0,18.0,8_2_38,1000,1000,2,5,7.842648536949004,8,1.0,0.0
400,0.01,5,True,23.0,20.0,8_2_39,1000,1000,7,12,5.491569000018371,8,1.0,0.0
500,0.001,5,True,3.0,3.0,8_2_40,1000,1000,0,0,0.831045396040755,8,1.0,1.0
500,0.002,5,True,6.0,5.0,8_2_41,1000,1000,3,2,0.2913753861766926,8,1.0,0.0
500,0.003,5,True,8.0,8.0,8_2_42,1000,1000,5,4,0.2505500129181696,8,1.0,0.0
500,0.004,5,True,11.0,10.0,8_2_43,1000,1000,1,5,3.1154103608988972,8,1.0,0.0
500,0.005,5,True,17.0,13.0,8_2_44,1000,1000,6,2,2.4778416709912503,8,1.0,0.0
500,0.006,5,True,21.0,15.0,8_2_45,1000,1000,3,5,5.623607720083621,8,1.0,0.0
500,0.007,5,True,21.0,18.0,8_2_46,1000,1000,6,8,3.844055496823925,8,1.0,0.0
500,0.008,5,True,23.0,20.0,8_2_47,1000,1000,11,7,2.5831933378831247,8,1.0,0.0
500,0.009,5,True,28.0,23.0,8_2_48,1000,1000,14,15,3.136513931449071,8,1.0,0.0
500,0.01,5,True,29.0,25.0,8_2_49,1000,1000,6,9,6.881375630741565,8,1.0,0.0
600,0.001,5,True,3.0,3.0,8_2_50,1000,1000,1,0,0.07563270140839132,8,1.0,0.0
600,0.002,5,True,6.0,6.0,8_2_51,1000,1000,1,4,0.8707286981461041,8,1.0,0.0
600,0.003,5,True,16.0,9.0,8_2_52,1000,1000,6,8,1.4779987949202074,8,1.0,0.0
600,0.004,5,True,16.0,12.0,8_2_53,1000,1000,3,4,2.850554718520068,8,1.0,0.0
600,0.005,5,True,17.0,15.0,8_2_54,1000,1000,4,1,2.6347325612384536,8,1.0,0.0
600,0.006,5,True,23.0,18.0,8_2_55,1000,1000,5,2,4.040999174012083,8,1.0,0.0
600,0.007,5,True,26.0,22.0,8_2_56,1000,1000,6,6,4.50036068565512,8,1.0,0.0
600,0.008,5,True,26.0,24.0,8_2_57,1000,1000,11,8,2.445650913661408,8,1.0,0.0
600,0.009,5,True,32.0,27.0,8_2_58,1000,1000,9,15,4.960938117969005,8,1.0,0.0
600,0.01,5,True,33.0,30.0,8_2_59,1000,1000,6,5,6.900054290763176,8,1.0,0.0
700,0.001,5,True,4.0,4.0,8_2_60,1000,1000,2,0,-0.09168132227467697,8,1.0,0.0
700,0.002,5,True,8.0,7.0,8_2_61,1000,1000,3,1,0.2556103034575184,8,1.0,0.0
700,0.003,5,True,14.0,11.0,8_2_62,1000,1000,2,2,2.290239770516508,8,1.0,0.0
700,0.004,5,True,14.0,14.0,8_2_63,1000,1000,3,2,1.7021983204104865,8,1.0,0.0
700,0.005,5,True,19.0,18.0,8_2_64,1000,1000,8,2,1.0244822597324665,8,1.0,0.0
700,0.006,5,True,26.0,21.0,8_2_65,1000,1000,5,3,4.096655386025144,8,1.0,0.0
700,0.007,5,True,32.0,25.0,8_2_66,1000,1000,3,4,7.4097069425177375,8,1.0,0.0
700,0.008,5,True,32.0,28.0,8_2_67,1000,1000,6,10,5.3394816066923365,8,1.0,0.0
700,0.009,5,True,40.0,32.0,8_2_68,1000,1000,13,5,4.387249510190952,8,1.0,0.0
700,0.01,5,True,40.0,35.0,8_2_69,1000,1000,5,21,8.56061541540084,8,1.0,0.0
800,0.001,5,True,5.0,4.0,8_2_70,1000,1000,3,2,-0.1531037307208127,8,1.0,0.0
800,0.002,5,True,10.0,8.0,8_2_71,1000,1000,1,2,1.4535442171297113,8,1.0,0.0
800,0.003,5,True,14.0,12.0,8_2_72,1000,1000,1,6,2.60395092716964,8,1.0,0.0
800,0.004,5,True,21.0,16.0,8_2_73,1000,1000,3,5,3.1346347232423835,8,1.0,0.0
800,0.005,5,True,24.0,20.0,8_2_74,1000,1000,6,4,2.3330299831678567,8,1.0,0.0
800,0.006,5,True,31.0,24.0,8_2_75,1000,1000,9,4,2.7623715901980863,8,1.0,0.0
800,0.007,5,True,36.0,29.0,8_2_76,1000,1000,13,10,2.463705811290279,8,1.0,0.0
800,0.008,5,True,36.0,32.0,8_2_77,1000,1000,8,8,4.435120314642845,8,1.0,0.0
800,0.009,5,True,43.0,36.0,8_2_78,1000,1000,9,8,5.79585360918223,8,1.0,0.0
800,0.01,5,True,54.0,40.0,8_2_79,1000,1000,15,8,5.918414909121759,8,1.0,0.0
900,0.001,5,True,5.0,5.0,8_2_80,1000,1000,0,2,0.8446640420095384,8,1.0,0.0
900,0.002,5,True,9.0,9.0,8_2_81,1000,1000,2,2,0.41127804290760295,8,1.0,0.0
900,0.003,5,True,18.0,14.0,8_2_82,1000,1000,2,4,2.49601429378021,8,1.0,0.0
900,0.004,5,True,21.0,18.0,8_2_83,1000,1000,4,6,2.044062175606155,8,1.0,0.0
900,0.005,5,True,30.0,23.0,8_2_84,1000,1000,3,7,4.98313061537666,8,1.0,0.0
900,0.006,5,True,30.0,27.0,8_2_85,1000,1000,4,9,4.279795590968207,8,1.0,0.0
900,0.007,5,True,41.0,32.0,8_2_86,1000,1000,11,6,3.4426821800646614,8,1.0,0.0
900,0.008,5,True,43.0,36.0,8_2_87,1000,1000,5,10,7.105225114931648,8,1.0,0.0
900,0.009,5,True,52.0,41.0,8_2_88,1000,1000,7,7,8.226380776791355,8,1.0,0.0
900,0.01,5,True,47.0,45.0,8_2_89,1000,1000,4,15,8.99578673643909,8,1.0,0.0
1000,0.001,5,True,8.0,5.0,8_2_90,1000,1000,1,0,0.5562372293171316,8,1.0,0.0
1000,0.002,5,True,15.0,10.0,8_2_91,1000,1000,1,4,2.150373276836598,8,1.0,0.0
1000,0.003,5,True,16.0,15.0,8_2_92,1000,1000,2,2,1.6515620406408205,8,1.0,0.0
1000,0.004,5,True,24.0,20.0,8_2_93,1000,1000,4,1,2.276363222428618,8,1.0,0.0
1000,0.005,5,True,34.0,25.0,8_2_94,1000,1000,4,3,4.612805661696023,8,1.0,0.0
1000,0.006,5,True,41.0,30.0,8_2_95,1000,1000,7,8,4.482625551098396,8,1.0,0.0
1000,0.007,5,True,46.0,35.0,8_2_96,1000,1000,9,6,4.591424534370264,8,1.0,0.0
1000,0.008,5,True,44.0,40.0,8_2_97,1000,1000,7,5,5.180260342929422,8,1.0,0.0
1000,0.009,5,True,51.0,45.0,8_2_98,1000,1000,10,10,5.214109838933032,8,1.0,0.0
1000,0.01,5,True,61.0,50.0,8_2_99,1000,1000,10,17,7.518858251450702,8,1.0,0.0
100,0.001,5,False,1.0,0.0,9_0_0,1000,1000,2,2,0.26268678546674645,9,1.0,0.0
100,0.002,5,False,0.0,0.0,9_0_1,1000,1000,2,1,-2.9996827426735475,9,0.0,0.0
100,0.003,5,False,2.0,0.0,9_0_2,1000,1000,3,3,0.6081948706035617,9,1.0,0.0
100,0.004,5,False,0.0,0.0,9_0_3,1000,1000,5,3,-2.697464526071631,9,0.0,0.0
100,0.005,5,False,0.0,0.0,9_0_4,1000,1000,6,4,-2.6001577158848486,9,0.0,0.0
100,0.006,5,False,0.0,0.0,9_0_5,1000,1000,6,3,-2.6970677288929052,9,0.0,0.0
100,0.007,5,False,0.0,0.0,9_0_6,1000,1000,8,7,-2.3952430496002326,9,0.0,0.0
100,0.008,5,False,0.0,0.0,9_0_7,1000,1000,6,4,-2.6001577158848486,9,0.0,0.0
100,0.009,5,False,0.0,0.0,9_0_8,1000,1000,12,8,-2.3424967841462947,9,0.0,0.0
100,0.01,5,False,0.0,0.0,9_0_9,1000,1000,7,17,-2.043458055069853,9,0.0,0.0
200,0.001,5,False,0.0,0.0,9_0_10,1000,1000,0,2,-2.8244147011202645,9,0.0,0.0
200,0.002,5,False,1.0,0.0,9_0_11,1000,1000,3,3,-0.12515719896393376,9,1.0,0.0
200,0.003,5,False,0.0,0.0,9_0_12,1000,1000,5,1,-2.9986926194124774,9,0.0,0.0
200,0.004,5,False,1.0,0.0,9_0_13,1000,1000,4,2,-0.22170466336870964,9,1.0,0.0
200,0.005,5,False,2.0,0.0,9_0_14,1000,1000,1,5,0.6011118801304353,9,1.0,0.0
200,0.006,5,False,2.0,0.0,9_0_15,1000,1000,5,5,-0.06767632520926459,9,1.0,0.0
200,0.007,5,False,1.0,0.0,9_0_16,1000,1000,15,2,-0.7244460782961016,9,1.0,0.0
200,0.008,5,False,2.0,0.0,9_0_17,1000,1000,6,9,-0.12603387131731145,9,1.0,0.0
200,0.009,5,False,1.0,0.0,9_0_18,1000,1000,7,8,-0.4242999300980757,9,1.0,0.0
200,0.01,5,False,2.0,0.0,9_0_19,1000,1000,5,9,-0.06840538293512871,9,1.0,0.0
300,0.001,5,False,0.0,0.0,9_0_20,1000,1000,0,2,-2.824442518220796,9,0.0,0.0
300,0.002,5,False,0.0,0.0,9_0_21,1000,1000,2,4,-2.6019251087619533,9,0.0,0.0
300,0.003,5,False,3.0,0.0,9_0_22,1000,1000,2,3,0.31113388773585327,9,1.0,0.0
300,0.004,5,False,1.0,0.0,9_0_23,1000,1000,3,2,-0.2660342872100825,9,1.0,0.0
300,0.005,5,False,1.0,0.0,9_0_24,1000,1000,8,2,-0.6167086807798959,9,1.0,0.0
300,0.006,5,False,3.0,0.0,9_0_25,1000,1000,6,7,-0.14207087604525412,9,1.0,0.0
300,0.007,5,False,1.0,0.0,9_0_26,1000,1000,7,6,-0.5643884712014375,9,1.0,0.0
300,0.008,5,False,5.0,0.0,9_0_27,1000,1000,13,5,-0.2206229589748824,9,1.0,0.0
300,0.009,5,False,2.0,0.0,9_0_28,1000,1000,12,7,-0.5068203057909492,9,1.0,0.0
300,0.01,5,False,4.0,0.0,9_0_29,1000,1000,12,12,-0.26637299559846117,9,1.0,0.0
400,0.001,5,False,0.0,0.0,9_0_30,1000,1000,1,3,-2.6992173050732986,9,0.0,0.0
400,0.002,5,False,1.0,0.0,9_0_31,1000,1000,2,1,-0.23389722655920248,9,1.0,0.0
400,0.003,5,False,0.0,0.0,9_0_32,1000,1000,2,7,-2.397876766327153,9,0.0,0.0
400,0.004,5,False,2.0,0.0,9_0_33,1000,1000,1,4,0.13342346880028047,9,1.0,0.0
400,0.005,5,False,1.0,0.0,9_0_34,1000,1000,5,9,-0.5317049422846222,9,1.0,0.0
400,0.006,5,False,2.0,0.0,9_0_35,1000,1000,4,12,-0.23458226134481935,9,1.0,0.0
400,0.007,5,False,6.0,0.0,9_0_36,1000,1000,10,12,-0.18397977975972674,9,1.0,0.0
400,0.008,5,False,4.0,0.0,9_0_37,1000,1000,11,7,-0.3304328362588163,9,1.0,0.0
400,0.009,5,False,5.0,0.0,9_0_38,1000,1000,13,7,-0.31285400455918005,9,1.0,0.0
400,0.01,5,False,5.0,0.0,9_0_39,1000,1000,9,14,-0.20512529016589273,9,1.0,0.0
500,0.001,5,False,2.0,0.0,9_0_40,1000,1000,0,0,0.4777014712091421,9,1.0,1.0
500,0.002,5,False,1.0,0.0,9_0_41,1000,1000,1,1,-0.1249387373798662,9,1.0,0.0
500,0.003,5,False,2.0,0.0,9_0_42,1000,1000,2,5,-0.1255193473885322,9,1.0,0.0
500,0.004,5,False,3.0,0.0,9_0_43,1000,1000,7,3,-0.3463041689720487,9,1.0,0.0
500,0.005,5,False,2.0,0.0,9_0_44,1000,1000,7,6,-0.4753083431786306,9,1.0,0.0
500,0.006,5,False,6.0,0.0,9_0_45,1000,1000,7,6,-0.16026238671196386,9,1.0,0.0
500,0.007,5,False,5.0,0.0,9_0_46,1000,1000,3,5,0.081095904080638,9,1.0,0.0
500,0.008,5,False,2.0,0.0,9_0_47,1000,1000,10,7,-0.5982891651919482,9,1.0,0.0
500,0.009,5,False,7.0,0.0,9_0_48,1000,1000,9,10,-0.1837901753955839,9,1.0,0.0
500,0.01,5,False,4.0,0.0,9_0_49,1000,1000,12,13,-0.4236396263367481,9,1.0,0.0
600,0.001,5,False,1.0,0.0,9_0_50,1000,1000,1,1,-0.17603694906074158,9,1.0,0.0
600,0.002,5,False,1.0,0.0,9_0_51,1000,1000,3,2,-0.47619862317550643,9,1.0,0.0
600,0.003,5,False,2.0,0.0,9_0_52,1000,1000,3,3,-0.2728386329885789,9,1.0,0.0
600,0.004,5,False,1.0,0.0,9_0_53,1000,1000,3,2,-0.47619862317550643,9,1.0,0.0
600,0.005,5,False,4.0,0.0,9_0_54,1000,1000,7,1,-0.3140953320607872,9,1.0,0.0
600,0.006,5,False,4.0,0.0,9_0_55,1000,1000,10,4,-0.41817528656616515,9,1.0,0.0
600,0.007,5,False,3.0,0.0,9_0_56,1000,1000,10,3,-0.5105209382264756,9,1.0,0.0
600,0.008,5,False,4.0,0.0,9_0_57,1000,1000,7,18,-0.3138635560684137,9,1.0,0.0
600,0.009,5,False,2.0,0.0,9_0_58,1000,1000,9,12,-0.609165894286529,9,1.0,0.0
600,0.01,5,False,7.0,0.0,9_0_59,1000,1000,14,10,-0.3513076992846449,9,1.0,0.0
700,0.001,5,False,0.0,0.0,9_0_60,1000,1000,0,3,-2.6995823336329487,9,0.0,0.0
700,0.002,5,False,2.0,0.0,9_0_61,1000,1000,0,0,0.2939462487446597,9,1.0,1.0
700,0.003,5,False,6.0,0.0,9_0_62,1000,1000,3,1,-0.06812645664933878,9,1.0,0.0
700,0.004,5,False,3.0,0.0,9_0_63,1000,1000,3,5,-0.21691451093346875,9,1.0,0.0
700,0.005,5,False,2.0,0.0,9_0_64,1000,1000,6,9,-0.5146750233526214,9,1.0,0.0
700,0.006,5,False,5.0,0.0,9_0_65,1000,1000,11,8,-0.4193246323685777,9,1.0,0.0
700,0.007,5,False,3.0,0.0,9_0_66,1000,1000,8,5,-0.478362785312933,9,1.0,0.0
700,0.008,5,False,7.0,0.0,9_0_67,1000,1000,6,9,-0.18529794071439756,9,1.0,0.0
700,0.009,5,False,4.0,0.0,9_0_68,1000,1000,7,8,-0.35423707530044757,9,1.0,0.0
700,0.01,5,False,9.0,0.0,9_0_69,1000,1000,9,6,-0.21699519546488666,9,1.0,0.0
800,0.001,5,False,1.0,0.0,9_0_70,1000,1000,1,3,-0.24982915710752307,9,1.0,0.0
800,0.002,5,False,2.0,0.0,9_0_71,1000,1000,4,4,-0.42500333332827195,9,1.0,0.0
800,0.003,5,False,1.0,0.0,9_0_72,1000,1000,2,3,-0.4251490417157973,9,1.0,0.0
800,0.004,5,False,2.0,0.0,9_0_73,1000,1000,5,4,-0.4914673269680439,9,1.0,0.0
800,0.005,5,False,3.0,0.0,9_0_74,1000,1000,4,4,-0.3165024848719845,9,1.0,0.0
800,0.006,5,False,5.0,0.0,9_0_75,1000,1000,6,8,-0.29111617794517547,9,1.0,0.0
800,0.007,5,False,9.0,0.0,9_0_76,1000,1000,6,8,-0.17147604844520117,9,1.0,0.0
800,0.008,5,False,7.0,0.0,9_0_77,1000,1000,7,8,-0.25007331048872006,9,1.0,0.0
800,0.009,5,False,7.0,0.0,9_0_78,1000,1000,8,7,-0.2797660236132291,9,1.0,0.0
800,0.01,5,False,8.0,0.0,9_0_79,1000,1000,4,4,-0.12542536600661688,9,1.0,0.0
900,0.001,5,False,0.0,0.0,9_0_80,1000,1000,1,3,-2.699380573738819,9,0.0,0.0
900,0.002,5,False,2.0,0.0,9_0_81,1000,1000,2,1,-0.27736610652238664,9,1.0,0.0
900,0.003,5,False,4.0,0.0,9_0_82,1000,1000,0,1,0.5996875731790249,9,1.0,0.0
900,0.004,5,False,4.0,0.0,9_0_83,1000,1000,3,4,-0.2197006618399048,9,1.0,0.0
900,0.005,5,False,5.0,0.0,9_0_84,1000,1000,7,8,-0.3559647687727271,9,1.0,0.0
900,0.006,5,False,4.0,0.0,9_0_85,1000,1000,7,10,-0.4141742416927734,9,1.0,0.0
900,0.007,5,False,6.0,0.0,9_0_86,1000,1000,9,6,-0.37366742101331674,9,1.0,0.0
900,0.008,5,False,9.0,0.0,9_0_87,1000,1000,6,6,-0.19878343376458998,9,1.0,0.0
900,0.009,5,False,2.0,0.0,9_0_88,1000,1000,4,10,-0.4514024838959597,9,1.0,0.0
900,0.01,5,False,10.0,0.0,9_0_89,1000,1000,11,6,-0.29852583012339995,9,1.0,0.0
1000,0.001,5,False,2.0,0.0,9_0_90,1000,1000,0,1,0.12472240083378684,9,1.0,0.0
1000,0.002,5,False,1.0,0.0,9_0_91,1000,1000,1,1,-0.30081290269175215,9,1.0,0.0
1000,0.003,5,False,6.0,0.0,9_0_92,1000,1000,1,2,0.18455299293228886,9,1.0,0.0
1000,0.004,5,False,5.0,0.0,9_0_93,1000,1000,10,4,-0.4758137744705963,9,1.0,0.0
1000,0.005,5,False,3.0,0.0,9_0_94,1000,1000,6,10,-0.4745161115986108,9,1.0,0.0
1000,0.006,5,False,6.0,0.0,9_0_95,1000,1000,9,5,-0.3970683548712893,9,1.0,0.0
1000,0.007,5,False,7.0,0.0,9_0_96,1000,1000,6,11,-0.26900232040365385,9,1.0,0.0
1000,0.008,5,False,7.0,0.0,9_0_97,1000,1000,6,10,-0.2689711330022532,9,1.0,0.0
