N,q,N2_func,mobile,n,variance,std,N2,SNP,Nhom1,Nhom2,nhom1,nhom2,log10BF,transcript,Method_A,Method_B
800,0.01,15.0,1.0,128.0,7.92,2.814249455894058,120.0,26_0_7,1000,1000,17,10,26.911440975285583,26,1.0,0.0
900,0.01,15.0,1.0,145.0,8.91,2.98496231131986,135.0,26_0_8,1000,1000,10,8,34.322279998707195,26,1.0,0.0
1000,0.01,20.0,1.0,209.0,9.9,3.146426544510455,200.0,26_0_9,1000,1000,7,9,54.41484004814146,26,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,26_1_0,1000,1000,7,12,1.563532354842633,26,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,26_1_1,1000,1000,11,8,8.191977816726975,26,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,26_1_2,1000,1000,15,7,9.004949103960104,26,1.0,0.0
400,0.01,10.0,1.0,41.0,3.96,1.98997487421324,40.0,26_1_3,1000,1000,5,11,15.4111883092919,26,1.0,0.0
500,0.01,15.0,1.0,79.0,4.95,2.224859546128699,75.0,26_1_4,1000,1000,15,13,22.34889574301405,26,1.0,0.0
600,0.01,15.0,1.0,94.0,5.9399999999999995,2.437211521390788,90.0,26_1_5,1000,1000,11,12,27.095862598443265,26,1.0,0.0
700,0.01,15.0,1.0,110.0,6.93,2.6324893162176366,105.0,26_1_6,1000,1000,9,12,30.888252247325667,26,1.0,0.0
800,0.01,15.0,1.0,126.0,7.92,2.814249455894058,120.0,26_1_7,1000,1000,14,11,28.441785654667594,26,1.0,0.0
900,0.01,15.0,1.0,148.0,8.91,2.98496231131986,135.0,26_1_8,1000,1000,8,14,37.29050691274556,26,1.0,0.0
1000,0.01,20.0,1.0,207.0,9.9,3.146426544510455,200.0,26_1_9,1000,1000,12,11,48.220731555201006,26,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,26_2_0,1000,1000,9,18,1.7592374782724804,26,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,26_2_1,1000,1000,11,12,8.189553120271047,26,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,26_2_2,1000,1000,13,12,9.84892332992729,26,1.0,0.0
400,0.01,10.0,1.0,47.0,3.96,1.98997487421324,40.0,26_2_3,1000,1000,7,10,16.91550758637657,26,1.0,0.0
500,0.01,15.0,1.0,80.0,4.95,2.224859546128699,75.0,26_2_4,1000,1000,3,12,33.28944915754733,26,1.0,0.0
600,0.01,15.0,1.0,98.0,5.9399999999999995,2.437211521390788,90.0,26_2_5,1000,1000,11,12,28.77612635104284,26,1.0,0.0
700,0.01,15.0,1.0,110.0,6.93,2.6324893162176366,105.0,26_2_6,1000,1000,10,8,30.0044063014951,26,1.0,0.0
800,0.01,15.0,1.0,132.0,7.92,2.814249455894058,120.0,26_2_7,1000,1000,10,6,33.93594043301719,26,1.0,0.0
900,0.01,15.0,1.0,145.0,8.91,2.98496231131986,135.0,26_2_8,1000,1000,9,6,35.28798375710558,26,1.0,0.0
1000,0.01,20.0,1.0,211.0,9.9,3.146426544510455,200.0,26_2_9,1000,1000,12,9,49.52789448416305,26,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,27_0_0,1000,1000,9,9,1.1816821861865168,27,1.0,0.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,27_0_1,1000,1000,8,7,10.239813783030753,27,1.0,0.0
300,0.01,10.0,1.0,32.0,2.9699999999999998,1.7233687939614086,30.0,27_0_2,1000,1000,11,11,10.254650463229373,27,1.0,0.0
400,0.01,10.0,1.0,44.0,3.96,1.98997487421324,40.0,27_0_3,1000,1000,10,13,13.412202266576118,27,1.0,0.0
500,0.01,15.0,1.0,81.0,4.95,2.224859546128699,75.0,27_0_4,1000,1000,19,8,20.82051670123681,27,1.0,0.0
600,0.01,15.0,1.0,95.0,5.9399999999999995,2.437211521390788,90.0,27_0_5,1000,1000,7,10,31.05531439221353,27,1.0,0.0
700,0.01,15.0,1.0,112.0,6.93,2.6324893162176366,105.0,27_0_6,1000,1000,13,6,28.299749823456512,27,1.0,0.0
800,0.01,15.0,1.0,127.0,7.92,2.814249455894058,120.0,27_0_7,1000,1000,13,6,29.583142882143353,27,1.0,0.0
900,0.01,15.0,1.0,138.0,8.91,2.98496231131986,135.0,27_0_8,1000,1000,9,5,32.960744645036335,27,1.0,0.0
1000,0.01,20.0,1.0,208.0,9.9,3.146426544510455,200.0,27_0_9,1000,1000,14,12,46.596447650618664,27,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,27_1_0,1000,1000,11,16,1.4413080079067804,27,1.0,0.0
200,0.01,10.0,1.0,20.0,1.98,1.407124727947029,20.0,27_1_1,1000,1000,14,15,5.938456258052366,27,1.0,0.0
300,0.01,10.0,1.0,35.0,2.9699999999999998,1.7233687939614086,30.0,27_1_2,1000,1000,12,8,11.366860173869961,27,1.0,0.0
400,0.01,10.0,1.0,45.0,3.96,1.98997487421324,40.0,27_1_3,1000,1000,9,4,14.53239739654888,27,1.0,0.0
500,0.01,15.0,1.0,84.0,4.95,2.224859546128699,75.0,27_1_4,1000,1000,6,9,31.9034497984307,27,1.0,0.0
600,0.01,15.0,1.0,97.0,5.9399999999999995,2.437211521390788,90.0,27_1_5,1000,1000,8,6,30.98395382716984,27,1.0,0.0
700,0.01,15.0,1.0,116.0,6.93,2.6324893162176366,105.0,27_1_6,1000,1000,8,16,34.18869598334878,27,1.0,0.0
800,0.01,15.0,1.0,128.0,7.92,2.814249455894058,120.0,27_1_7,1000,1000,16,12,27.622295759349967,27,1.0,0.0
900,0.01,15.0,1.0,140.0,8.91,2.98496231131986,135.0,27_1_8,1000,1000,13,12,30.048992468442048,27,1.0,0.0
1000,0.01,20.0,1.0,213.0,9.9,3.146426544510455,200.0,27_1_9,1000,1000,11,8,51.21859184006932,27,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,27_2_0,1000,1000,8,10,1.356103661267133,27,1.0,0.0
200,0.01,10.0,1.0,24.0,1.98,1.407124727947029,20.0,27_2_1,1000,1000,15,13,7.919796395028245,27,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,27_2_2,1000,1000,4,13,15.284191491752418,27,1.0,0.0
400,0.01,10.0,1.0,45.0,3.96,1.98997487421324,40.0,27_2_3,1000,1000,7,8,15.904215422471458,27,1.0,0.0
500,0.01,15.0,1.0,83.0,4.95,2.224859546128699,75.0,27_2_4,1000,1000,7,14,30.41141214849755,27,1.0,0.0
600,0.01,15.0,1.0,94.0,5.9399999999999995,2.437211521390788,90.0,27_2_5,1000,1000,9,6,28.78193755784699,27,1.0,0.0
700,0.01,15.0,1.0,111.0,6.93,2.6324893162176366,105.0,27_2_6,1000,1000,7,14,33.20253956441987,27,1.0,0.0
800,0.01,15.0,1.0,128.0,7.92,2.814249455894058,120.0,27_2_7,1000,1000,13,11,29.920081307644853,27,1.0,0.0
900,0.01,15.0,1.0,149.0,8.91,2.98496231131986,135.0,27_2_8,1000,1000,8,8,37.645087769645905,27,1.0,0.0
1000,0.01,20.0,1.0,210.0,9.9,3.146426544510455,200.0,27_2_9,1000,1000,9,14,52.38202370923175,27,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,28_0_0,1000,1000,5,10,2.0580732214753725,28,1.0,0.0
200,0.01,10.0,1.0,24.0,1.98,1.407124727947029,20.0,28_0_1,1000,1000,12,6,9.046804416500962,28,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,28_0_2,1000,1000,10,14,11.301079281960178,28,1.0,0.0
400,0.01,10.0,1.0,45.0,3.96,1.98997487421324,40.0,28_0_3,1000,1000,11,14,13.303855270337793,28,1.0,0.0
500,0.01,15.0,1.0,79.0,4.95,2.224859546128699,75.0,28_0_4,1000,1000,7,9,28.492637440888938,28,1.0,0.0
600,0.01,15.0,1.0,97.0,5.9399999999999995,2.437211521390788,90.0,28_0_5,1000,1000,12,15,27.550463859264564,28,1.0,0.0
700,0.01,15.0,1.0,110.0,6.93,2.6324893162176366,105.0,28_0_6,1000,1000,12,11,28.32387157973305,28,1.0,0.0
800,0.01,15.0,1.0,133.0,7.92,2.814249455894058,120.0,28_0_7,1000,1000,5,11,39.54631792291226,28,1.0,0.0
900,0.01,15.0,1.0,146.0,8.91,2.98496231131986,135.0,28_0_8,1000,1000,8,8,36.628085164258685,28,1.0,0.0
1000,0.01,20.0,1.0,209.0,9.9,3.146426544510455,200.0,28_0_9,1000,1000,8,10,53.212826654077055,28,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,28_1_0,1000,1000,14,10,1.051308818856632,28,1.0,0.0
200,0.01,10.0,1.0,21.0,1.98,1.407124727947029,20.0,28_1_1,1000,1000,10,9,7.9910590907873065,28,1.0,0.0
300,0.01,10.0,1.0,32.0,2.9699999999999998,1.7233687939614086,30.0,28_1_2,1000,1000,13,5,9.34812825479411,28,1.0,0.0
400,0.01,10.0,1.0,48.0,3.96,1.98997487421324,40.0,28_1_3,1000,1000,15,9,12.584582665555406,28,1.0,0.0
500,0.01,15.0,1.0,81.0,4.95,2.224859546128699,75.0,28_1_4,1000,1000,6,10,30.421271096311084,28,1.0,0.0
600,0.01,15.0,1.0,95.0,5.9399999999999995,2.437211521390788,90.0,28_1_5,1000,1000,6,10,32.06867888204423,28,1.0,0.0
700,0.01,15.0,1.0,113.0,6.93,2.6324893162176366,105.0,28_1_6,1000,1000,12,9,29.468150382186074,28,1.0,0.0
800,0.01,15.0,1.0,131.0,7.92,2.814249455894058,120.0,28_1_7,1000,1000,20,7,25.8775810473422,28,1.0,0.0
900,0.01,15.0,1.0,141.0,8.91,2.98496231131986,135.0,28_1_8,1000,1000,8,8,34.942966272319865,28,1.0,0.0
1000,0.01,20.0,1.0,212.0,9.9,3.146426544510455,200.0,28_1_9,1000,1000,15,9,46.95583809940925,28,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,28_2_0,1000,1000,11,14,0.9197964188831099,28,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,28_2_1,1000,1000,8,5,9.575665980919057,28,1.0,0.0
300,0.01,10.0,1.0,35.0,2.9699999999999998,1.7233687939614086,30.0,28_2_2,1000,1000,8,15,13.563365702846692,28,1.0,0.0
400,0.01,10.0,1.0,45.0,3.96,1.98997487421324,40.0,28_2_3,1000,1000,6,15,16.649917495927,28,1.0,0.0
500,0.01,15.0,1.0,80.0,4.95,2.224859546128699,75.0,28_2_4,1000,1000,8,11,28.057558655235436,28,1.0,0.0
600,0.01,15.0,1.0,103.0,5.9399999999999995,2.437211521390788,90.0,28_2_5,1000,1000,11,3,30.9227581637007,28,1.0,0.0
700,0.01,15.0,1.0,112.0,6.93,2.6324893162176366,105.0,28_2_6,1000,1000,7,12,33.60712175779451,28,1.0,0.0
800,0.01,15.0,1.0,128.0,7.92,2.814249455894058,120.0,28_2_7,1000,1000,6,5,36.53967986218321,28,1.0,0.0
900,0.01,15.0,1.0,145.0,8.91,2.98496231131986,135.0,28_2_8,1000,1000,14,9,30.8403528731771,28,1.0,0.0
1000,0.01,20.0,1.0,209.0,9.9,3.146426544510455,200.0,28_2_9,1000,1000,6,9,55.67549869422568,28,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,29_0_0,1000,1000,7,11,1.5642118379350962,29,1.0,0.0
200,0.01,10.0,1.0,21.0,1.98,1.407124727947029,20.0,29_0_1,1000,1000,11,7,7.574050865076529,29,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,29_0_2,1000,1000,8,12,12.422679608499314,29,1.0,0.0
400,0.01,10.0,1.0,47.0,3.96,1.98997487421324,40.0,29_0_3,1000,1000,8,9,16.19439239660043,29,1.0,0.0
500,0.01,15.0,1.0,81.0,4.95,2.224859546128699,75.0,29_0_4,1000,1000,10,8,26.85588774125493,29,1.0,0.0
600,0.01,15.0,1.0,98.0,5.9399999999999995,2.437211521390788,90.0,29_0_5,1000,1000,7,8,32.37352015737365,29,1.0,0.0
700,0.01,15.0,1.0,110.0,6.93,2.6324893162176366,105.0,29_0_6,1000,1000,12,11,28.32387157973305,29,1.0,0.0
800,0.01,15.0,1.0,126.0,7.92,2.814249455894058,120.0,29_0_7,1000,1000,12,14,30.037309052381275,29,1.0,0.0
900,0.01,15.0,1.0,142.0,8.91,2.98496231131986,135.0,29_0_8,1000,1000,11,14,32.402379109174035,29,1.0,0.0
1000,0.01,20.0,1.0,208.0,9.9,3.146426544510455,200.0,29_0_9,1000,1000,14,11,46.599948902961664,29,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,29_1_0,1000,1000,11,14,1.4432349732184984,29,1.0,0.0
200,0.01,10.0,1.0,20.0,1.98,1.407124727947029,20.0,29_1_1,1000,1000,18,12,4.816205833286526,29,1.0,0.0
300,0.01,10.0,1.0,31.0,2.9699999999999998,1.7233687939614086,30.0,29_1_2,1000,1000,10,10,10.227241251095165,29,1.0,0.0
400,0.01,10.0,1.0,41.0,3.96,1.98997487421324,40.0,29_1_3,1000,1000,10,11,11.994648163160273,29,1.0,0.0
500,0.01,15.0,1.0,77.0,4.95,2.224859546128699,75.0,29_1_4,1000,1000,8,11,26.62354548157126,29,1.0,0.0
600,0.01,15.0,1.0,98.0,5.9399999999999995,2.437211521390788,90.0,29_1_5,1000,1000,7,13,32.36233462370486,29,1.0,0.0
700,0.01,15.0,1.0,110.0,6.93,2.6324893162176366,105.0,29_1_6,1000,1000,11,12,29.141605603986786,29,1.0,0.0
800,0.01,15.0,1.0,125.0,7.92,2.814249455894058,120.0,29_1_7,1000,1000,7,12,34.32779477220106,29,1.0,0.0
900,0.01,15.0,1.0,142.0,8.91,2.98496231131986,135.0,29_1_8,1000,1000,7,9,36.32673980287227,29,1.0,0.0
1000,0.01,20.0,1.0,211.0,9.9,3.146426544510455,200.0,29_1_9,1000,1000,8,11,53.87800095559519,29,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,29_2_0,1000,1000,8,7,1.3575648386255217,29,1.0,0.0
200,0.01,10.0,1.0,20.0,1.98,1.407124727947029,20.0,29_2_1,1000,1000,8,11,8.248983014014144,29,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,29_2_2,1000,1000,6,13,13.742717376961771,29,1.0,0.0
400,0.01,10.0,1.0,44.0,3.96,1.98997487421324,40.0,29_2_3,1000,1000,14,7,11.272241821387942,29,1.0,0.0
500,0.01,15.0,1.0,82.0,4.95,2.224859546128699,75.0,29_2_4,1000,1000,17,9,22.426625726520186,29,1.0,0.0
600,0.01,15.0,1.0,99.0,5.9399999999999995,2.437211521390788,90.0,29_2_5,1000,1000,14,5,26.89960007432765,29,1.0,0.0
700,0.01,15.0,1.0,111.0,6.93,2.6324893162176366,105.0,29_2_6,1000,1000,15,10,26.42263632914261,29,1.0,0.0
800,0.01,15.0,1.0,135.0,7.92,2.814249455894058,120.0,29_2_7,1000,1000,12,5,33.22718304884587,29,1.0,0.0
900,0.01,15.0,1.0,145.0,8.91,2.98496231131986,135.0,29_2_8,1000,1000,10,10,34.31728529151971,29,1.0,0.0
1000,0.01,20.0,1.0,207.0,9.9,3.146426544510455,200.0,29_2_9,1000,1000,15,6,45.365366711936545,29,1.0,0.0
100,0.01,5.0,1.0,7.0,0.99,0.99498743710662,5.0,30_0_0,1000,1000,9,12,2.409793144745224,30,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,30_0_1,1000,1000,5,10,11.281544132697318,30,1.0,0.0
300,0.01,10.0,1.0,31.0,2.9699999999999998,1.7233687939614086,30.0,30_0_2,1000,1000,13,9,8.835450892858628,30,1.0,0.0
400,0.01,10.0,1.0,46.0,3.96,1.98997487421324,40.0,30_0_3,1000,1000,9,6,15.017285840574152,30,1.0,0.0
500,0.01,15.0,1.0,82.0,4.95,2.224859546128699,75.0,30_0_4,1000,1000,5,10,31.968026882824727,30,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,30_0_5,1000,1000,8,8,30.544051659072892,30,1.0,0.0
700,0.01,15.0,1.0,110.0,6.93,2.6324893162176366,105.0,30_0_6,1000,1000,7,8,32.82873100268331,30,1.0,0.0
800,0.01,15.0,1.0,134.0,7.92,2.814249455894058,120.0,30_0_7,1000,1000,12,15,32.84896452085764,30,1.0,0.0
900,0.01,15.0,1.0,150.0,8.91,2.98496231131986,135.0,30_0_8,1000,1000,12,9,34.14683753571369,30,1.0,0.0
1000,0.01,20.0,1.0,208.0,9.9,3.146426544510455,200.0,30_0_9,1000,1000,10,11,50.62510705982574,30,1.0,0.0
100,0.01,5.0,1.0,7.0,0.99,0.99498743710662,5.0,30_1_0,1000,1000,10,7,2.2084611680325716,30,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,30_1_1,1000,1000,9,4,9.090028788219541,30,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,30_1_2,1000,1000,10,13,11.303012484359918,30,1.0,0.0
400,0.01,10.0,1.0,44.0,3.96,1.98997487421324,40.0,30_1_3,1000,1000,11,9,12.838171471803959,30,1.0,0.0
500,0.01,15.0,1.0,83.0,4.95,2.224859546128699,75.0,30_1_4,1000,1000,12,13,26.231722432188246,30,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,30_1_5,1000,1000,13,16,26.37885510585472,30,1.0,0.0
